population,DeviationDistance
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
2,0.0014245014245014246
