population,RDistance
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
2,0.057692307692307696
2,0.057692307692307696
2,0.057692307692307696
2,0.057692307692307696
2,0.057692307692307696
2,0.057692307692307696
2,0.038461538461538464
2,0.057692307692307696
2,0.057692307692307696
2,0.038461538461538464
3,0.11538461538461539
3,0.11538461538461539
3,0.11538461538461539
3,0.11538461538461539
3,0.11538461538461539
3,0.09615384615384616
3,0.09615384615384616
3,0.11538461538461539
3,0.11538461538461539
3,0.09615384615384616
4,0.17307692307692307
4,0.17307692307692307
4,0.17307692307692307
4,0.17307692307692307
4,0.17307692307692307
4,0.15384615384615385
4,0.15384615384615385
4,0.15384615384615385
4,0.17307692307692307
4,0.15384615384615385
5,0.21153846153846154
5,0.23076923076923078
5,0.11538461538461539
5,0.23076923076923078
5,0.23076923076923078
5,0.21153846153846154
5,0.21153846153846154
5,0.21153846153846154
5,0.17307692307692307
5,0.09615384615384616
6,0.2692307692307692
6,0.17307692307692307
6,0.17307692307692307
6,0.28846153846153844
6,0.28846153846153844
6,0.25
6,0.2692307692307692
6,0.2692307692307692
6,0.23076923076923078
6,0.15384615384615385
7,0.3269230769230769
7,0.23076923076923078
7,0.23076923076923078
7,0.34615384615384615
7,0.28846153846153844
7,0.3076923076923077
7,0.2692307692307692
7,0.2692307692307692
7,0.28846153846153844
7,0.15384615384615385
8,0.38461538461538464
8,0.21153846153846154
8,0.28846153846153844
8,0.40384615384615385
8,0.28846153846153844
8,0.36538461538461536
8,0.3269230769230769
8,0.3076923076923077
8,0.28846153846153844
8,0.17307692307692307
9,0.4423076923076923
9,0.25
9,0.34615384615384615
9,0.40384615384615385
9,0.34615384615384615
9,0.40384615384615385
9,0.38461538461538464
9,0.34615384615384615
9,0.23076923076923078
9,0.23076923076923078
10,0.4423076923076923
10,0.2692307692307692
10,0.40384615384615385
10,0.46153846153846156
10,0.34615384615384615
10,0.40384615384615385
10,0.38461538461538464
10,0.40384615384615385
10,0.2692307692307692
10,0.28846153846153844
11,0.5
11,0.3269230769230769
11,0.46153846153846156
11,0.5
11,0.38461538461538464
11,0.40384615384615385
11,0.38461538461538464
11,0.46153846153846156
11,0.28846153846153844
11,0.34615384615384615
12,0.5576923076923077
12,0.3269230769230769
12,0.5192307692307693
12,0.5384615384615384
12,0.40384615384615385
12,0.46153846153846156
12,0.4230769230769231
12,0.5192307692307693
12,0.34615384615384615
12,0.40384615384615385
13,0.5576923076923077
13,0.2692307692307692
13,0.5769230769230769
13,0.5961538461538461
13,0.40384615384615385
13,0.5
13,0.36538461538461536
13,0.5192307692307693
13,0.34615384615384615
13,0.4423076923076923
14,0.5384615384615384
14,0.3269230769230769
14,0.6153846153846154
14,0.5769230769230769
14,0.4230769230769231
14,0.5576923076923077
14,0.4230769230769231
14,0.5
14,0.40384615384615385
14,0.4230769230769231
15,0.5384615384615384
15,0.38461538461538464
15,0.6538461538461539
15,0.5576923076923077
15,0.4807692307692308
15,0.5769230769230769
15,0.4230769230769231
15,0.5576923076923077
15,0.46153846153846156
15,0.46153846153846156
16,0.5961538461538461
16,0.38461538461538464
16,0.6923076923076923
16,0.5961538461538461
16,0.4807692307692308
16,0.5576923076923077
16,0.4230769230769231
16,0.5961538461538461
16,0.46153846153846156
16,0.5
17,0.5384615384615384
17,0.4423076923076923
17,0.6538461538461539
17,0.6538461538461539
17,0.5384615384615384
17,0.5192307692307693
17,0.40384615384615385
17,0.5576923076923077
17,0.5192307692307693
17,0.5576923076923077
18,0.5384615384615384
18,0.38461538461538464
18,0.6538461538461539
18,0.6923076923076923
18,0.5576923076923077
18,0.4807692307692308
18,0.40384615384615385
18,0.5961538461538461
18,0.5769230769230769
18,0.6153846153846154
19,0.5769230769230769
19,0.38461538461538464
19,0.6538461538461539
19,0.6538461538461539
19,0.5961538461538461
19,0.5192307692307693
19,0.4230769230769231
19,0.6346153846153846
19,0.5961538461538461
19,0.5576923076923077
20,0.5192307692307693
20,0.4423076923076923
20,0.6538461538461539
20,0.6153846153846154
20,0.5769230769230769
20,0.4807692307692308
20,0.4423076923076923
20,0.6730769230769231
20,0.6538461538461539
20,0.5384615384615384
21,0.5192307692307693
21,0.4807692307692308
21,0.6538461538461539
21,0.6730769230769231
21,0.6346153846153846
21,0.46153846153846156
21,0.4423076923076923
21,0.7115384615384616
21,0.5961538461538461
21,0.5192307692307693
22,0.4807692307692308
22,0.5
22,0.6538461538461539
22,0.6153846153846154
22,0.5961538461538461
22,0.4230769230769231
22,0.46153846153846156
22,0.7115384615384616
22,0.5961538461538461
22,0.5192307692307693
23,0.4807692307692308
23,0.5576923076923077
23,0.6346153846153846
23,0.5961538461538461
23,0.5769230769230769
23,0.46153846153846156
23,0.5
23,0.75
23,0.5384615384615384
23,0.5769230769230769
24,0.4230769230769231
24,0.5769230769230769
24,0.6346153846153846
24,0.5961538461538461
24,0.5769230769230769
24,0.5
24,0.5192307692307693
24,0.7884615384615384
24,0.5576923076923077
24,0.5576923076923077
25,0.46153846153846156
25,0.6346153846153846
25,0.6730769230769231
25,0.6153846153846154
25,0.5576923076923077
25,0.5192307692307693
25,0.5576923076923077
25,0.75
25,0.5769230769230769
25,0.6153846153846154
26,0.5192307692307693
26,0.6346153846153846
26,0.7115384615384616
26,0.6538461538461539
26,0.6153846153846154
26,0.5192307692307693
26,0.6153846153846154
26,0.7115384615384616
26,0.5961538461538461
26,0.6346153846153846
27,0.5384615384615384
27,0.5961538461538461
27,0.7115384615384616
27,0.6730769230769231
27,0.6346153846153846
27,0.4807692307692308
27,0.6538461538461539
27,0.7307692307692307
27,0.5961538461538461
27,0.6730769230769231
28,0.5576923076923077
28,0.5961538461538461
28,0.7115384615384616
28,0.6730769230769231
28,0.6730769230769231
28,0.5192307692307693
28,0.6153846153846154
28,0.7307692307692307
28,0.6538461538461539
28,0.6538461538461539
29,0.5384615384615384
29,0.5961538461538461
29,0.6923076923076923
29,0.6730769230769231
29,0.6730769230769231
29,0.5576923076923077
29,0.5961538461538461
29,0.7307692307692307
29,0.6346153846153846
29,0.6538461538461539
30,0.5769230769230769
30,0.6153846153846154
30,0.6538461538461539
30,0.7115384615384616
30,0.6346153846153846
30,0.5192307692307693
30,0.5576923076923077
30,0.7115384615384616
30,0.6923076923076923
30,0.6923076923076923
31,0.5769230769230769
31,0.6346153846153846
31,0.6538461538461539
31,0.7115384615384616
31,0.6538461538461539
31,0.5576923076923077
31,0.5576923076923077
31,0.7115384615384616
31,0.75
31,0.7115384615384616
32,0.5384615384615384
32,0.6346153846153846
32,0.6923076923076923
32,0.6730769230769231
32,0.6346153846153846
32,0.5576923076923077
32,0.6153846153846154
32,0.6538461538461539
32,0.6923076923076923
32,0.7307692307692307
33,0.5769230769230769
33,0.5961538461538461
33,0.6923076923076923
33,0.6923076923076923
33,0.6538461538461539
33,0.6153846153846154
33,0.6730769230769231
33,0.7115384615384616
33,0.6538461538461539
33,0.75
34,0.6153846153846154
34,0.5576923076923077
34,0.6730769230769231
34,0.7115384615384616
34,0.6923076923076923
34,0.5576923076923077
34,0.6923076923076923
34,0.7115384615384616
34,0.6346153846153846
34,0.75
35,0.5576923076923077
35,0.6153846153846154
35,0.6730769230769231
35,0.6730769230769231
35,0.6346153846153846
35,0.5576923076923077
35,0.7307692307692307
35,0.6730769230769231
35,0.6730769230769231
35,0.7884615384615384
36,0.6153846153846154
36,0.6538461538461539
36,0.6923076923076923
36,0.6730769230769231
36,0.6153846153846154
36,0.5769230769230769
36,0.7307692307692307
36,0.7115384615384616
36,0.6730769230769231
36,0.8461538461538461
37,0.6730769230769231
37,0.6346153846153846
37,0.7115384615384616
37,0.6923076923076923
37,0.5961538461538461
37,0.5769230769230769
37,0.7115384615384616
37,0.7115384615384616
37,0.7115384615384616
37,0.8269230769230769
38,0.6730769230769231
38,0.6346153846153846
38,0.7115384615384616
38,0.75
38,0.5961538461538461
38,0.5769230769230769
38,0.7115384615384616
38,0.75
38,0.7115384615384616
38,0.7692307692307693
39,0.7115384615384616
39,0.6730769230769231
39,0.75
39,0.7115384615384616
39,0.6346153846153846
39,0.5576923076923077
39,0.7115384615384616
39,0.7115384615384616
39,0.6923076923076923
39,0.7307692307692307
40,0.7115384615384616
40,0.7115384615384616
40,0.75
40,0.6923076923076923
40,0.6730769230769231
40,0.5961538461538461
40,0.75
40,0.75
40,0.75
40,0.7307692307692307
41,0.7115384615384616
41,0.6923076923076923
41,0.7115384615384616
41,0.6538461538461539
41,0.6923076923076923
41,0.6538461538461539
41,0.7307692307692307
41,0.7692307692307693
41,0.7692307692307693
41,0.7115384615384616
42,0.7692307692307693
42,0.7115384615384616
42,0.7115384615384616
42,0.6923076923076923
42,0.6923076923076923
42,0.6538461538461539
42,0.75
42,0.75
42,0.8076923076923077
42,0.7115384615384616
43,0.8076923076923077
43,0.6730769230769231
43,0.75
43,0.6923076923076923
43,0.7115384615384616
43,0.6730769230769231
43,0.7307692307692307
43,0.7307692307692307
43,0.8269230769230769
43,0.6730769230769231
44,0.8269230769230769
44,0.6923076923076923
44,0.7692307692307693
44,0.6923076923076923
44,0.6923076923076923
44,0.6923076923076923
44,0.7307692307692307
44,0.7115384615384616
44,0.8076923076923077
44,0.7115384615384616
45,0.8076923076923077
45,0.75
45,0.8076923076923077
45,0.6730769230769231
45,0.6730769230769231
45,0.7307692307692307
45,0.7307692307692307
45,0.7307692307692307
45,0.7884615384615384
45,0.7307692307692307
46,0.75
46,0.7884615384615384
46,0.8076923076923077
46,0.6923076923076923
46,0.7307692307692307
46,0.7115384615384616
46,0.7115384615384616
46,0.7307692307692307
46,0.7884615384615384
46,0.6923076923076923
47,0.75
47,0.7692307692307693
47,0.8076923076923077
47,0.6923076923076923
47,0.6730769230769231
47,0.75
47,0.7115384615384616
47,0.7307692307692307
47,0.8076923076923077
47,0.6923076923076923
48,0.7307692307692307
48,0.75
48,0.8076923076923077
48,0.6346153846153846
48,0.6923076923076923
48,0.7307692307692307
48,0.7115384615384616
48,0.6923076923076923
48,0.8461538461538461
48,0.6923076923076923
49,0.75
49,0.7115384615384616
49,0.7692307692307693
49,0.6538461538461539
49,0.6538461538461539
49,0.7307692307692307
49,0.7307692307692307
49,0.7115384615384616
49,0.8461538461538461
49,0.7115384615384616
50,0.7692307692307693
50,0.7115384615384616
50,0.7692307692307693
50,0.6346153846153846
50,0.7115384615384616
50,0.6923076923076923
50,0.7115384615384616
50,0.7692307692307693
50,0.8461538461538461
50,0.7692307692307693
51,0.8269230769230769
51,0.7692307692307693
51,0.75
51,0.5961538461538461
51,0.7692307692307693
51,0.75
51,0.7307692307692307
51,0.7692307692307693
51,0.8461538461538461
51,0.7884615384615384
52,0.8269230769230769
52,0.8076923076923077
52,0.7692307692307693
52,0.6538461538461539
52,0.7692307692307693
52,0.6923076923076923
52,0.7307692307692307
52,0.7692307692307693
52,0.8846153846153846
52,0.7884615384615384
53,0.8269230769230769
53,0.7884615384615384
53,0.8076923076923077
53,0.6346153846153846
53,0.7884615384615384
53,0.6923076923076923
53,0.7307692307692307
53,0.7884615384615384
53,0.8461538461538461
53,0.8076923076923077
54,0.8269230769230769
54,0.8269230769230769
54,0.7692307692307693
54,0.6538461538461539
54,0.7692307692307693
54,0.6538461538461539
54,0.7692307692307693
54,0.7692307692307693
54,0.8653846153846154
54,0.7884615384615384
55,0.8269230769230769
55,0.8269230769230769
55,0.8076923076923077
55,0.6153846153846154
55,0.8076923076923077
55,0.6346153846153846
55,0.75
55,0.8076923076923077
55,0.8461538461538461
55,0.7884615384615384
56,0.8076923076923077
56,0.8076923076923077
56,0.7884615384615384
56,0.5576923076923077
56,0.8269230769230769
56,0.6153846153846154
56,0.7307692307692307
56,0.8076923076923077
56,0.8461538461538461
56,0.7307692307692307
57,0.8269230769230769
57,0.7884615384615384
57,0.8076923076923077
57,0.6153846153846154
57,0.8269230769230769
57,0.6153846153846154
57,0.7307692307692307
57,0.8076923076923077
57,0.8653846153846154
57,0.7115384615384616
58,0.8461538461538461
58,0.8076923076923077
58,0.7692307692307693
58,0.6153846153846154
58,0.8076923076923077
58,0.6346153846153846
58,0.7692307692307693
58,0.7884615384615384
58,0.8461538461538461
58,0.75
59,0.8461538461538461
59,0.8269230769230769
59,0.7692307692307693
59,0.6346153846153846
59,0.8461538461538461
59,0.6153846153846154
59,0.7884615384615384
59,0.7884615384615384
