population,HammingDistance
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
2,0.03773584905660377
2,0.03773584905660377
2,0.03773584905660377
2,0.03773584905660377
2,0.03773584905660377
2,0.03773584905660377
2,0.03773584905660377
2,0.03773584905660377
2,0.03773584905660377
2,0.03773584905660377
3,0.07547169811320754
3,0.07547169811320754
3,0.07547169811320754
3,0.07547169811320754
3,0.07547169811320754
3,0.07547169811320754
3,0.05660377358490566
3,0.07547169811320754
3,0.07547169811320754
3,0.05660377358490566
4,0.11320754716981132
4,0.11320754716981132
4,0.11320754716981132
4,0.11320754716981132
4,0.11320754716981132
4,0.11320754716981132
4,0.09433962264150944
4,0.11320754716981132
4,0.11320754716981132
4,0.09433962264150944
5,0.1509433962264151
5,0.1509433962264151
5,0.1509433962264151
5,0.1320754716981132
5,0.1509433962264151
5,0.1509433962264151
5,0.1320754716981132
5,0.1509433962264151
5,0.1509433962264151
5,0.1320754716981132
6,0.18867924528301888
6,0.18867924528301888
6,0.18867924528301888
6,0.16981132075471697
6,0.18867924528301888
6,0.18867924528301888
6,0.1509433962264151
6,0.18867924528301888
6,0.18867924528301888
6,0.09433962264150944
7,0.22641509433962265
7,0.22641509433962265
7,0.20754716981132076
7,0.18867924528301888
7,0.22641509433962265
7,0.1509433962264151
7,0.18867924528301888
7,0.1509433962264151
7,0.22641509433962265
7,0.1320754716981132
8,0.2641509433962264
8,0.2641509433962264
8,0.24528301886792453
8,0.22641509433962265
8,0.2641509433962264
8,0.18867924528301888
8,0.22641509433962265
8,0.18867924528301888
8,0.24528301886792453
8,0.09433962264150944
9,0.3018867924528302
9,0.22641509433962265
9,0.2641509433962264
9,0.2641509433962264
9,0.3018867924528302
9,0.22641509433962265
9,0.2641509433962264
9,0.1509433962264151
9,0.2830188679245283
9,0.1320754716981132
10,0.33962264150943394
10,0.2641509433962264
10,0.3018867924528302
10,0.22641509433962265
10,0.33962264150943394
10,0.2641509433962264
10,0.3018867924528302
10,0.18867924528301888
10,0.24528301886792453
10,0.16981132075471697
11,0.37735849056603776
11,0.3018867924528302
11,0.33962264150943394
11,0.20754716981132076
11,0.3584905660377358
11,0.3018867924528302
11,0.32075471698113206
11,0.22641509433962265
11,0.20754716981132076
11,0.20754716981132076
12,0.41509433962264153
12,0.33962264150943394
12,0.37735849056603776
12,0.24528301886792453
12,0.39622641509433965
12,0.32075471698113206
12,0.2830188679245283
12,0.2641509433962264
12,0.24528301886792453
12,0.24528301886792453
13,0.4339622641509434
13,0.37735849056603776
13,0.33962264150943394
13,0.2830188679245283
13,0.4339622641509434
13,0.3018867924528302
13,0.3018867924528302
13,0.3018867924528302
13,0.2830188679245283
13,0.2641509433962264
14,0.4528301886792453
14,0.41509433962264153
14,0.37735849056603776
14,0.32075471698113206
14,0.4716981132075472
14,0.32075471698113206
14,0.33962264150943394
14,0.33962264150943394
14,0.3018867924528302
14,0.3018867924528302
15,0.49056603773584906
15,0.37735849056603776
15,0.39622641509433965
15,0.3584905660377358
15,0.5094339622641509
15,0.3584905660377358
15,0.37735849056603776
15,0.3584905660377358
15,0.2641509433962264
15,0.32075471698113206
16,0.5283018867924528
16,0.41509433962264153
16,0.41509433962264153
16,0.39622641509433965
16,0.5471698113207547
16,0.39622641509433965
16,0.41509433962264153
16,0.37735849056603776
16,0.3018867924528302
16,0.2830188679245283
17,0.5471698113207547
17,0.4528301886792453
17,0.4528301886792453
17,0.3584905660377358
17,0.5094339622641509
17,0.4339622641509434
17,0.4339622641509434
17,0.41509433962264153
17,0.2830188679245283
17,0.2641509433962264
18,0.5283018867924528
18,0.41509433962264153
18,0.49056603773584906
18,0.37735849056603776
18,0.5283018867924528
18,0.4716981132075472
18,0.4528301886792453
18,0.39622641509433965
18,0.3018867924528302
18,0.2830188679245283
19,0.5471698113207547
19,0.41509433962264153
19,0.5094339622641509
19,0.39622641509433965
19,0.5471698113207547
19,0.49056603773584906
19,0.49056603773584906
19,0.4339622641509434
19,0.2641509433962264
19,0.32075471698113206
20,0.5660377358490566
20,0.4339622641509434
20,0.5094339622641509
20,0.39622641509433965
20,0.5849056603773585
20,0.5094339622641509
20,0.4528301886792453
20,0.4528301886792453
20,0.3018867924528302
20,0.33962264150943394
21,0.5849056603773585
21,0.4528301886792453
21,0.5471698113207547
21,0.41509433962264153
21,0.6226415094339622
21,0.49056603773584906
21,0.4716981132075472
21,0.49056603773584906
21,0.3018867924528302
21,0.3018867924528302
22,0.6226415094339622
22,0.4339622641509434
22,0.5849056603773585
22,0.4528301886792453
22,0.6415094339622641
22,0.4528301886792453
22,0.5094339622641509
22,0.5283018867924528
22,0.2641509433962264
22,0.33962264150943394
23,0.6415094339622641
23,0.4716981132075472
23,0.5471698113207547
23,0.49056603773584906
23,0.6037735849056604
23,0.49056603773584906
23,0.4716981132075472
23,0.49056603773584906
23,0.3018867924528302
23,0.32075471698113206
24,0.6037735849056604
24,0.49056603773584906
24,0.5849056603773585
24,0.4528301886792453
24,0.6226415094339622
24,0.49056603773584906
24,0.49056603773584906
24,0.5283018867924528
24,0.33962264150943394
24,0.32075471698113206
25,0.6415094339622641
25,0.5283018867924528
25,0.5660377358490566
25,0.49056603773584906
25,0.660377358490566
25,0.5283018867924528
25,0.5283018867924528
25,0.5283018867924528
25,0.3584905660377358
25,0.3018867924528302
26,0.6415094339622641
26,0.5660377358490566
26,0.5849056603773585
26,0.5283018867924528
26,0.6792452830188679
26,0.49056603773584906
26,0.5471698113207547
26,0.49056603773584906
26,0.39622641509433965
26,0.32075471698113206
27,0.6037735849056604
27,0.6037735849056604
27,0.6226415094339622
27,0.5660377358490566
27,0.7169811320754716
27,0.5094339622641509
27,0.5660377358490566
27,0.5283018867924528
27,0.4339622641509434
27,0.3584905660377358
28,0.6415094339622641
28,0.6226415094339622
28,0.6415094339622641
28,0.6037735849056604
28,0.7358490566037735
28,0.5471698113207547
28,0.5471698113207547
28,0.5471698113207547
28,0.41509433962264153
28,0.33962264150943394
29,0.6226415094339622
29,0.6415094339622641
29,0.6792452830188679
29,0.6415094339622641
29,0.7735849056603774
29,0.5660377358490566
29,0.5660377358490566
29,0.5094339622641509
29,0.4339622641509434
29,0.32075471698113206
30,0.5849056603773585
30,0.6415094339622641
30,0.6792452830188679
30,0.6792452830188679
30,0.7735849056603774
30,0.5849056603773585
30,0.5471698113207547
30,0.4716981132075472
30,0.4528301886792453
30,0.2830188679245283
31,0.5849056603773585
31,0.660377358490566
31,0.660377358490566
31,0.6981132075471698
31,0.7735849056603774
31,0.5471698113207547
31,0.5283018867924528
31,0.5094339622641509
31,0.49056603773584906
31,0.32075471698113206
32,0.5471698113207547
32,0.6981132075471698
32,0.6226415094339622
32,0.7169811320754716
32,0.7924528301886793
32,0.5849056603773585
32,0.5660377358490566
32,0.4716981132075472
32,0.5094339622641509
32,0.3584905660377358
33,0.5849056603773585
33,0.7358490566037735
33,0.6415094339622641
33,0.6981132075471698
33,0.8113207547169812
33,0.6226415094339622
33,0.5660377358490566
33,0.4528301886792453
33,0.49056603773584906
33,0.37735849056603776
34,0.5849056603773585
34,0.7547169811320755
34,0.6792452830188679
34,0.7169811320754716
34,0.7924528301886793
34,0.6037735849056604
34,0.5849056603773585
34,0.41509433962264153
34,0.5283018867924528
34,0.41509433962264153
35,0.5471698113207547
35,0.7547169811320755
35,0.6415094339622641
35,0.6981132075471698
35,0.7924528301886793
35,0.6226415094339622
35,0.6226415094339622
35,0.4339622641509434
35,0.5283018867924528
35,0.4528301886792453
36,0.5471698113207547
36,0.7924528301886793
36,0.660377358490566
36,0.660377358490566
36,0.8113207547169812
36,0.6226415094339622
36,0.6415094339622641
36,0.4716981132075472
36,0.5094339622641509
36,0.41509433962264153
37,0.5849056603773585
37,0.8113207547169812
37,0.6415094339622641
37,0.6415094339622641
37,0.7735849056603774
37,0.6037735849056604
37,0.6792452830188679
37,0.4716981132075472
37,0.5471698113207547
37,0.4339622641509434
38,0.5471698113207547
38,0.7924528301886793
38,0.6037735849056604
38,0.660377358490566
38,0.8113207547169812
38,0.6037735849056604
38,0.6981132075471698
38,0.4528301886792453
38,0.5660377358490566
38,0.4528301886792453
39,0.5660377358490566
39,0.8113207547169812
39,0.6226415094339622
39,0.6226415094339622
39,0.8113207547169812
39,0.6415094339622641
39,0.7169811320754716
39,0.4716981132075472
39,0.5849056603773585
39,0.4716981132075472
40,0.5849056603773585
40,0.8113207547169812
40,0.6037735849056604
40,0.6415094339622641
40,0.7924528301886793
40,0.6226415094339622
40,0.6981132075471698
40,0.5094339622641509
40,0.6037735849056604
40,0.4339622641509434
41,0.6037735849056604
41,0.7924528301886793
41,0.5849056603773585
41,0.6415094339622641
41,0.7735849056603774
41,0.6226415094339622
41,0.6792452830188679
41,0.5471698113207547
41,0.5849056603773585
41,0.4528301886792453
42,0.6226415094339622
42,0.7735849056603774
42,0.6037735849056604
42,0.6226415094339622
42,0.7924528301886793
42,0.6226415094339622
42,0.660377358490566
42,0.5283018867924528
42,0.6037735849056604
42,0.49056603773584906
43,0.660377358490566
43,0.7358490566037735
43,0.6415094339622641
43,0.660377358490566
43,0.8301886792452831
43,0.6415094339622641
43,0.6415094339622641
43,0.5471698113207547
43,0.6037735849056604
43,0.5283018867924528
44,0.6415094339622641
44,0.7169811320754716
44,0.660377358490566
44,0.6792452830188679
44,0.8113207547169812
44,0.6226415094339622
44,0.6415094339622641
44,0.5849056603773585
44,0.6415094339622641
44,0.5283018867924528
45,0.6226415094339622
45,0.7169811320754716
45,0.6415094339622641
45,0.6792452830188679
45,0.8113207547169812
45,0.6415094339622641
45,0.660377358490566
45,0.5471698113207547
45,0.6792452830188679
45,0.5094339622641509
46,0.660377358490566
46,0.6981132075471698
46,0.6415094339622641
46,0.6792452830188679
46,0.8301886792452831
46,0.6792452830188679
46,0.6981132075471698
46,0.5094339622641509
46,0.6981132075471698
46,0.4716981132075472
47,0.6981132075471698
47,0.7169811320754716
47,0.6415094339622641
47,0.660377358490566
47,0.8301886792452831
47,0.6415094339622641
47,0.6792452830188679
47,0.5283018867924528
47,0.6981132075471698
47,0.4528301886792453
48,0.7169811320754716
48,0.6981132075471698
48,0.6792452830188679
48,0.6226415094339622
48,0.8113207547169812
48,0.6415094339622641
48,0.6981132075471698
48,0.5660377358490566
48,0.7358490566037735
48,0.49056603773584906
49,0.7547169811320755
49,0.7169811320754716
49,0.6792452830188679
49,0.6037735849056604
49,0.8113207547169812
49,0.6415094339622641
49,0.7358490566037735
49,0.5849056603773585
49,0.7358490566037735
49,0.5283018867924528
50,0.7358490566037735
50,0.7358490566037735
50,0.6792452830188679
50,0.6226415094339622
50,0.8301886792452831
50,0.660377358490566
50,0.7547169811320755
50,0.6037735849056604
50,0.7735849056603774
50,0.49056603773584906
51,0.7547169811320755
51,0.7358490566037735
51,0.7169811320754716
51,0.6415094339622641
51,0.8113207547169812
51,0.660377358490566
51,0.7547169811320755
51,0.5849056603773585
51,0.7735849056603774
51,0.49056603773584906
52,0.7547169811320755
52,0.6981132075471698
52,0.7547169811320755
52,0.660377358490566
52,0.8113207547169812
52,0.6981132075471698
52,0.7358490566037735
52,0.6226415094339622
52,0.7924528301886793
52,0.4716981132075472
53,0.7358490566037735
53,0.7169811320754716
53,0.7169811320754716
53,0.660377358490566
53,0.8113207547169812
53,0.660377358490566
53,0.7547169811320755
53,0.6415094339622641
53,0.8113207547169812
53,0.49056603773584906
54,0.7358490566037735
54,0.7358490566037735
54,0.7358490566037735
54,0.660377358490566
54,0.8301886792452831
54,0.6981132075471698
54,0.7547169811320755
54,0.6226415094339622
54,0.8113207547169812
54,0.5283018867924528
55,0.7547169811320755
55,0.7547169811320755
55,0.7735849056603774
55,0.6226415094339622
55,0.8113207547169812
55,0.7169811320754716
55,0.7547169811320755
55,0.6415094339622641
55,0.8490566037735849
55,0.5660377358490566
56,0.7924528301886793
56,0.7358490566037735
56,0.7735849056603774
56,0.6037735849056604
56,0.7924528301886793
56,0.6981132075471698
56,0.7169811320754716
56,0.660377358490566
56,0.8301886792452831
56,0.5660377358490566
57,0.7735849056603774
57,0.7547169811320755
57,0.7735849056603774
57,0.6415094339622641
57,0.7547169811320755
57,0.7169811320754716
57,0.7169811320754716
57,0.660377358490566
57,0.8113207547169812
57,0.5283018867924528
58,0.7735849056603774
58,0.7735849056603774
58,0.7547169811320755
58,0.6226415094339622
