gen,replicates,param_types,fitness,dev,square,ham,r_dist,lcs,kt
1,p_run1,p1,0.795837050528081,0.6196581196581197,0.46065150782131914,0.9811320754716981,1.0,0.8076923076923077,0.5224963715529753
1,p_run1,p1,0.778613101419511,0.6581196581196581,0.5199967747137558,0.9433962264150944,0.9423076923076923,0.7692307692307693,0.488388969521045
1,p_run1,p1,0.7475031082710819,0.6367521367521368,0.4752862441541687,0.9811320754716981,1.0,0.8269230769230769,0.5224963715529753
1,p_run1,p1,0.692212323226693,0.6581196581196581,0.5250766005482986,0.9433962264150944,0.9615384615384616,0.7692307692307693,0.49056603773584906
1,p_run1,p1,0.6850615920916397,0.6581196581196581,0.5246331236897275,0.9433962264150944,0.9615384615384616,0.7692307692307693,0.4898403483309144
2,p_run1,p1,0.9663514607123581,0.6524216524216525,0.5403967102080309,0.9811320754716981,0.9615384615384616,0.7692307692307693,0.4825834542815675
2,p_run1,p1,0.5611468130331732,0.660968660968661,0.5234639574262215,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.4876632801161103
2,p_run1,p1,0.9491343426159861,0.6680911680911681,0.519311401386873,0.9433962264150944,0.9423076923076923,0.7884615384615384,0.4869375907111756
2,p_run1,p1,0.9189309913730055,0.6823361823361823,0.5511611030478956,0.9811320754716981,0.9423076923076923,0.75,0.4361393323657475
2,p_run1,p1,0.8654980288757028,0.6666666666666667,0.5334220287050476,0.9811320754716981,0.9615384615384616,0.7692307692307693,0.4949201741654572
2,p_run1,p1,0.8453435871408566,0.6638176638176638,0.5370101596516691,0.9811320754716981,0.9615384615384616,0.7692307692307693,0.46734397677793904
2,p_run1,p1,0.8220583171515978,0.7720797720797721,0.5728511530398323,1.0,0.9807692307692307,0.8269230769230769,0.4985486211901306
2,p_run1,p1,0.6044355161627983,0.6780626780626781,0.5320109659732302,0.9433962264150944,0.9615384615384616,0.8269230769230769,0.5007256894049347
2,p_run1,p1,0.566173476765361,0.6581196581196581,0.5178197064989518,0.9433962264150944,0.9807692307692307,0.7884615384615384,0.48403483309143686
2,p_run1,p1,0.5652728103060383,0.6566951566951568,0.5173762296403805,0.9433962264150944,0.9807692307692307,0.7692307692307693,0.4862119013062409
3,p_run1,p1,0.9312475909989454,0.6680911680911681,0.5231817448798581,0.9622641509433962,1.0,0.7884615384615384,0.44992743105950656
3,p_run1,p1,0.5611468130331732,0.660968660968661,0.5234639574262215,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.4876632801161103
3,p_run1,p1,0.8616734067278741,0.7720797720797721,0.5744637961619093,1.0,0.9807692307692307,0.8076923076923077,0.49564586357039186
3,p_run1,p1,0.8351051997515742,0.7165242165242166,0.59623447830995,0.9811320754716981,1.0,0.7884615384615384,0.3751814223512337
3,p_run1,p1,0.8102570840122316,0.7150997150997151,0.5878890501532011,0.9622641509433962,1.0,0.7884615384615384,0.5029027576197388
3,p_run1,p1,0.6915196812304614,0.660968660968661,0.5239477503628447,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.488388969521045
3,p_run1,p1,0.6789874934730498,0.650997150997151,0.5186663441380422,0.9433962264150944,0.9807692307692307,0.7884615384615384,0.4825834542815675
3,p_run1,p1,0.6438746289669159,0.6837606837606838,0.5437429446863409,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.43178519593613934
3,p_run1,p1,0.6182042204015747,0.6595441595441596,0.5227382680212869,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.4869375907111756
3,p_run1,p1,0.6089021767500942,0.6780626780626781,0.5318900177390744,0.9433962264150944,0.9615384615384616,0.8269230769230769,0.5
4,p_run1,p1,0.8035515409686459,0.660968660968661,0.513868730849863,0.9622641509433962,0.9807692307692307,0.8076923076923077,0.5
4,p_run1,p1,0.5611468130331732,0.660968660968661,0.5234639574262215,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.4876632801161103
4,p_run1,p1,0.7207326017498914,0.650997150997151,0.5030237058538946,1.0,0.9807692307692307,0.75,0.43033381712626995
4,p_run1,p1,0.6826488232679124,0.660968660968661,0.5172552814062248,0.9433962264150944,0.9615384615384616,0.7884615384615384,0.4811320754716981
4,p_run1,p1,0.6755385921616007,0.6495726495726496,0.5167714884696016,0.9433962264150944,0.9807692307692307,0.7884615384615384,0.4818577648766328
4,p_run1,p1,0.6610982822805704,0.6823361823361823,0.5358006773101113,0.9433962264150944,0.9807692307692307,0.7884615384615384,0.4288824383164006
4,p_run1,p1,0.6533294577694653,0.6367521367521368,0.5024189646831156,0.9433962264150944,0.9807692307692307,0.7884615384615384,0.4695210449927431
4,p_run1,p1,0.6133688373373901,0.6780626780626781,0.5316884373488148,0.9433962264150944,0.9615384615384616,0.8076923076923077,0.49927431059506533
4,p_run1,p1,0.6066791224330756,0.660968660968661,0.522657635865183,0.9622641509433962,0.9807692307692307,0.8269230769230769,0.4862119013062409
4,p_run1,p1,0.6054970654424834,0.660968660968661,0.5228189001773907,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.4825834542815675
5,p_run1,p1,0.9302174503113066,0.6837606837606838,0.5700290275761974,0.9811320754716981,0.9615384615384616,0.7692307692307693,0.4332365747460087
5,p_run1,p1,0.5611468130331732,0.660968660968661,0.5234639574262215,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.4876632801161103
5,p_run1,p1,0.8731977457874797,0.5982905982905983,0.44323496210288665,0.9811320754716981,0.9615384615384616,0.7307692307692307,0.47677793904209
5,p_run1,p1,0.6932601273859069,0.6552706552706553,0.521044992743106,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.48403483309143686
5,p_run1,p1,0.6571985097408648,0.6367521367521368,0.5018948556684406,0.9433962264150944,0.9807692307692307,0.7884615384615384,0.46589259796806964
5,p_run1,p1,0.6499171131535524,0.6353276353276354,0.500524109014675,0.9433962264150944,0.9807692307692307,0.7884615384615384,0.46879535558780844
5,p_run1,p1,0.6386246964127038,0.6695156695156695,0.5131430414449283,0.9433962264150944,0.9615384615384616,0.8076923076923077,0.4927431059506531
5,p_run1,p1,0.6175845714511096,0.6638176638176638,0.5403967102080309,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.4695210449927431
5,p_run1,p1,0.6133688373373901,0.6780626780626781,0.5318497016610224,0.9433962264150944,0.9615384615384616,0.8076923076923077,0.5
5,p_run1,p1,0.5619264047505569,0.6153846153846154,0.46927914852443153,0.9433962264150944,0.9807692307692307,0.7884615384615384,0.49564586357039186
0,p_run100,p10,0.9922334441743049,0.7336182336182336,0.5757942267376229,0.9811320754716981,0.9423076923076923,0.8076923076923077,0.4564586357039187
0,p_run100,p10,0.8908052850136396,0.7293447293447294,0.5967585873246251,0.9622641509433962,0.9615384615384616,0.8076923076923077,0.5290275761973875
0,p_run100,p10,0.8873245025709128,0.6310541310541311,0.4300919206579584,1.0,0.9807692307692307,0.7692307692307693,0.5283018867924528
0,p_run100,p10,0.8800433915049719,0.5754985754985755,0.4044105789388808,0.9811320754716981,0.9807692307692307,0.8076923076923077,0.5268505079825835
0,p_run100,p10,0.8735745985458251,0.5954415954415955,0.4073536526366715,1.0,0.9807692307692307,0.8076923076923077,0.4811320754716981
0,p_run100,p10,0.8579739273215452,0.6581196581196581,0.4796806966618287,1.0,0.9807692307692307,0.7884615384615384,0.45863570391872277
0,p_run100,p10,0.8501634247162477,0.7008547008547009,0.5019351717464925,1.0,1.0,0.8269230769230769,0.5711175616835994
0,p_run100,p10,0.8321059326141824,0.6552706552706553,0.5006853733268828,0.9433962264150944,1.0,0.7884615384615384,0.48548621190130625
0,p_run100,p10,0.790595123130904,0.6324786324786326,0.43049508143847764,0.9811320754716981,0.9423076923076923,0.7884615384615384,0.3802612481857765
0,p_run100,p10,0.7644205884251086,0.7621082621082621,0.5507579422673763,1.0,0.9807692307692307,0.8076923076923077,0.4746008708272859
0,p_run100,p10,0.7459397618740002,0.576923076923077,0.4222302854378326,0.9433962264150944,1.0,0.7692307692307693,0.48911465892597966
0,p_run100,p10,0.9723885990317569,0.6381766381766382,0.46972262538300275,0.9433962264150944,1.0,0.7884615384615384,0.525399129172714
0,p_run100,p10,0.7107312296242557,0.6452991452991453,0.490606353813901,0.9433962264150944,1.0,0.8076923076923077,0.48040638606676345
0,p_run100,p10,0.9540939952595862,0.6253561253561254,0.46911788421222383,1.0,1.0,0.7692307692307693,0.5101596516690856
0,p_run100,p10,0.9532197415982709,0.717948717948718,0.5494678277697146,0.9245283018867925,1.0,0.8076923076923077,0.5108853410740203
0,p_run100,p10,0.9297831167122818,0.707977207977208,0.5476536042573779,1.0,0.9423076923076923,0.7884615384615384,0.5224963715529753
0,p_run100,p10,0.9278680719876493,0.7136752136752137,0.5906708595387841,0.9811320754716981,1.0,0.8076923076923077,0.5297532656023222
0,p_run100,p10,0.9262797950809569,0.6082621082621082,0.41380422512497983,1.0,0.9615384615384616,0.8269230769230769,0.5217706821480407
0,p_run100,p10,0.9259122802345069,0.690883190883191,0.5060474117077891,0.9811320754716981,0.9807692307692307,0.8076923076923077,0.4833091436865022
0,p_run100,p10,0.9019403570674732,0.6125356125356126,0.4240041928721174,0.9811320754716981,0.9807692307692307,0.7884615384615384,0.47895500725689405
1,p_run100,p10,0.9279493081899312,0.698005698005698,0.5500725689404935,0.9622641509433962,1.0,0.8076923076923077,0.5014513788098693
1,p_run100,p10,0.7475259785416859,0.5797720797720798,0.4154975004031608,0.9622641509433962,1.0,0.7884615384615384,0.48040638606676345
1,p_run100,p10,0.7459397618740002,0.576923076923077,0.4221093372036768,0.9433962264150944,1.0,0.7692307692307693,0.488388969521045
1,p_run100,p10,0.7279487790572197,0.6452991452991453,0.4843976777939042,0.9433962264150944,1.0,0.8076923076923077,0.47387518142235124
1,p_run100,p10,0.7140246320716642,0.6452991452991453,0.4910901467505241,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.4825834542815675
1,p_run100,p10,0.7129868813391627,0.6452991452991453,0.4910901467505241,0.9433962264150944,1.0,0.8076923076923077,0.4825834542815675
1,p_run100,p10,0.7124495253737,0.6452991452991453,0.4964118690533785,0.9433962264150944,1.0,0.8076923076923077,0.4695210449927431
1,p_run100,p10,0.7108686270947624,0.650997150997151,0.4960893404289631,0.9433962264150944,1.0,0.8269230769230769,0.48403483309143686
1,p_run100,p10,0.7107312296242557,0.6452991452991453,0.490606353813901,0.9433962264150944,1.0,0.8076923076923077,0.48040638606676345
1,p_run100,p10,0.7082373830905326,0.6552706552706553,0.49935494275116915,0.9622641509433962,1.0,0.8076923076923077,0.4898403483309144
1,p_run100,p10,0.7007818195601501,0.6011396011396012,0.4294468634091276,0.9433962264150944,1.0,0.8076923076923077,0.4825834542815675
1,p_run100,p10,0.9215548395865484,0.6552706552706553,0.47923721980325756,0.9245283018867925,1.0,0.7692307692307693,0.5181422351233672
1,p_run100,p10,0.657719889617934,0.6452991452991453,0.49479922593130143,0.9433962264150944,1.0,0.8076923076923077,0.4593613933236575
1,p_run100,p10,0.8904137857345577,0.5754985754985755,0.40179003386550555,0.9811320754716981,0.9807692307692307,0.8076923076923077,0.5406386066763426
1,p_run100,p10,0.8710955417772058,0.5968660968660969,0.4086840832123851,1.0,0.9807692307692307,0.8076923076923077,0.4825834542815675
1,p_run100,p10,0.8604828672713483,0.6595441595441596,0.48161586840832127,1.0,0.9807692307692307,0.7884615384615384,0.4593613933236575
1,p_run100,p10,0.8586026044081202,0.650997150997151,0.4481132075471698,1.0,0.9807692307692307,0.7692307692307693,0.5457184325108854
1,p_run100,p10,0.8376561252541868,0.6595441595441596,0.4991533623609095,0.9433962264150944,1.0,0.7884615384615384,0.4361393323657475
1,p_run100,p10,0.7699628075040277,0.7621082621082621,0.5512820512820513,1.0,0.9615384615384616,0.8076923076923077,0.4760522496371553
1,p_run100,p10,0.7587841975139972,0.5740740740740741,0.40670859538784065,0.9622641509433962,1.0,0.7692307692307693,0.3802612481857765
10,p_run100,p10,0.9254933709706158,0.6894586894586895,0.523786486050637,0.9622641509433962,1.0,0.8269230769230769,0.4085631349782293
10,p_run100,p10,0.3273071677257915,0.6581196581196581,0.5281003064021932,0.9622641509433962,1.0,0.8076923076923077,0.42017416545718433
10,p_run100,p10,0.31312636061593035,0.6552706552706553,0.5318497016610224,0.9622641509433962,1.0,0.8076923076923077,0.44702467343976776
10,p_run100,p10,0.3127599146098925,0.6595441595441596,0.5318900177390744,0.9622641509433962,0.9807692307692307,0.8076923076923077,0.4056603773584906
10,p_run100,p10,0.31266563332949737,0.6481481481481481,0.5226173197871311,0.9622641509433962,1.0,0.8076923076923077,0.4375907111756168
10,p_run100,p10,0.3124821607217756,0.6581196581196581,0.5245524915336236,0.9622641509433962,0.9807692307692307,0.7884615384615384,0.43831640058055155
10,p_run100,p10,0.31001576780365425,0.6581196581196581,0.5355184647637478,0.9622641509433962,1.0,0.8076923076923077,0.44194484760522496
10,p_run100,p10,0.31001576780365425,0.6581196581196581,0.5341880341880342,0.9622641509433962,1.0,0.8076923076923077,0.44339622641509435
10,p_run100,p10,0.3061127317801814,0.6552706552706553,0.5306805353975166,0.9622641509433962,1.0,0.8076923076923077,0.4361393323657475
10,p_run100,p10,0.30542332276912,0.6581196581196581,0.5294710530559588,0.9622641509433962,1.0,0.7884615384615384,0.4404934687953556
10,p_run100,p10,0.30542332276912,0.6581196581196581,0.5258426060312853,0.9622641509433962,1.0,0.8076923076923077,0.4397677793904209
10,p_run100,p10,0.9110535803388468,0.7122507122507122,0.5821238509917755,0.9811320754716981,0.9807692307692307,0.75,0.47387518142235124
10,p_run100,p10,0.30397706804263824,0.670940170940171,0.5333413965489437,0.9811320754716981,1.0,0.8269230769230769,0.444121915820029
10,p_run100,p10,0.8947298754230544,0.6452991452991453,0.4629092081922271,0.9811320754716981,1.0,0.8269230769230769,0.5217706821480407
10,p_run100,p10,0.5885636485325993,0.6552706552706553,0.5189485566844058,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.4346879535558781
10,p_run100,p10,0.4930657773153764,0.698005698005698,0.5667634252539913,0.9622641509433962,1.0,0.8269230769230769,0.4477503628447025
10,p_run100,p10,0.44930908518118573,0.6381766381766382,0.5004434768585712,0.9622641509433962,1.0,0.8076923076923077,0.4375907111756168
10,p_run100,p10,0.3720902717475866,0.6581196581196581,0.5185050798258346,0.9622641509433962,1.0,0.8269230769230769,0.44339622641509435
10,p_run100,p10,0.3499522344912318,0.6452991452991453,0.5134252539912917,0.9622641509433962,1.0,0.8076923076923077,0.4332365747460087
10,p_run100,p10,0.33690424816125053,0.6595441595441596,0.5380583776810192,0.9622641509433962,1.0,0.8076923076923077,0.444121915820029
11,p_run100,p10,0.7227454043614091,0.6538461538461539,0.4993952588292211,1.0,1.0,0.7692307692307693,0.532656023222061
11,p_run100,p10,0.34574836821483446,0.6566951566951568,0.5322528624415417,0.9622641509433962,1.0,0.8076923076923077,0.4477503628447025
11,p_run100,p10,0.3450792685455707,0.6581196581196581,0.51882760845025,0.9811320754716981,1.0,0.8269230769230769,0.44194484760522496
11,p_run100,p10,0.33077074278506835,0.6182336182336182,0.46024834704079987,0.9622641509433962,1.0,0.8269230769230769,0.4375907111756168
11,p_run100,p10,0.32897040861005966,0.670940170940171,0.5159248508305112,0.9811320754716981,1.0,0.8461538461538461,0.4404934687953556
11,p_run100,p10,0.32670328479596333,0.6595441595441596,0.5322528624415417,0.9622641509433962,0.9807692307692307,0.8076923076923077,0.40638606676342526
11,p_run100,p10,0.32182360111510855,0.6581196581196581,0.5249556523141429,0.9622641509433962,0.9807692307692307,0.7884615384615384,0.44194484760522496
11,p_run100,p10,0.3206687096069494,0.660968660968661,0.518263183357523,0.9811320754716981,1.0,0.8076923076923077,0.45355587808417996
11,p_run100,p10,0.31312636061593035,0.6552706552706553,0.5289066279632317,0.9811320754716981,0.9807692307692307,0.8076923076923077,0.48548621190130625
11,p_run100,p10,0.30750949111437464,0.6581196581196581,0.5257216577971295,0.9622641509433962,1.0,0.8076923076923077,0.4390420899854862
11,p_run100,p10,0.30690517499137815,0.6566951566951568,0.5321319142073859,0.9622641509433962,1.0,0.8076923076923077,0.43686502177068215
11,p_run100,p10,0.6459904000636973,0.6695156695156695,0.5367279471053056,0.9622641509433962,0.9807692307692307,0.8269230769230769,0.4216255442670537
11,p_run100,p10,0.30397706804263824,0.670940170940171,0.5333413965489437,0.9811320754716981,1.0,0.8269230769230769,0.444121915820029
11,p_run100,p10,0.6246082617379656,0.6666666666666667,0.49189646831156264,0.9622641509433962,1.0,0.8076923076923077,0.5065312046444121
11,p_run100,p10,0.5419580079741348,0.6339031339031339,0.45339461377197227,0.9622641509433962,1.0,0.8076923076923077,0.4753265602322206
11,p_run100,p10,0.4745377592397849,0.660968660968661,0.5195129817771327,0.9811320754716981,1.0,0.8076923076923077,0.4375907111756168
11,p_run100,p10,0.43065169856646435,0.6851851851851852,0.5454362199645219,1.0,1.0,0.8269230769230769,0.44194484760522496
11,p_run100,p10,0.3944885558999781,0.6566951566951568,0.5317690695049185,0.9622641509433962,1.0,0.8076923076923077,0.43686502177068215
11,p_run100,p10,0.3642679457473629,0.6695156695156695,0.5310433800999839,0.9811320754716981,1.0,0.8076923076923077,0.4462989840348331
11,p_run100,p10,0.36182194828229486,0.670940170940171,0.5357603612320594,0.9811320754716981,1.0,0.8269230769230769,0.4462989840348331
12,p_run100,p10,0.9952256820117652,0.6695156695156695,0.49911304628285763,0.9811320754716981,1.0,0.8269230769230769,0.5079825834542816
12,p_run100,p10,0.38827628801503966,0.7051282051282052,0.5772456055474924,0.9811320754716981,1.0,0.8269230769230769,0.46081277213352684
12,p_run100,p10,0.3594509674982398,0.670940170940171,0.5275358813094663,0.9811320754716981,1.0,0.8269230769230769,0.4709724238026125
12,p_run100,p10,0.33357573480394875,0.6524216524216525,0.5049185615223352,0.9811320754716981,1.0,0.8269230769230769,0.4462989840348331
12,p_run100,p10,0.3316452968807977,0.6566951566951568,0.5156829543621997,0.9811320754716981,1.0,0.8076923076923077,0.4528301886792453
12,p_run100,p10,0.3297361130073837,0.6182336182336182,0.4587969682309305,0.9622641509433962,1.0,0.8269230769230769,0.4281567489114659
12,p_run100,p10,0.3234128564254114,0.6595441595441596,0.5173359135623287,0.9811320754716981,1.0,0.8076923076923077,0.4513788098693759
12,p_run100,p10,0.3219592341973725,0.6595441595441596,0.5323334945976456,0.9622641509433962,1.0,0.8076923076923077,0.4375907111756168
12,p_run100,p10,0.3188631982757394,0.6566951566951568,0.5244315432994678,0.9622641509433962,0.9807692307692307,0.7884615384615384,0.4412191582002903
12,p_run100,p10,0.3124548607610207,0.670940170940171,0.5242702789872601,0.9811320754716981,1.0,0.8269230769230769,0.44194484760522496
12,p_run100,p10,0.30397706804263824,0.670940170940171,0.5333413965489437,0.9811320754716981,1.0,0.8269230769230769,0.444121915820029
12,p_run100,p10,0.9886704379872169,0.6367521367521368,0.467384292855991,0.9811320754716981,0.9807692307692307,0.8269230769230769,0.48911465892597966
12,p_run100,p10,0.3025818101089257,0.670940170940171,0.5326157071440091,0.9811320754716981,1.0,0.8269230769230769,0.44339622641509435
12,p_run100,p10,0.8971375538207902,0.6623931623931624,0.512175455571682,1.0,1.0,0.8076923076923077,0.4397677793904209
12,p_run100,p10,0.8152537684575172,0.6695156695156695,0.5241090146750524,1.0,1.0,0.8269230769230769,0.44992743105950656
12,p_run100,p10,0.7747367348564232,0.7264957264957266,0.5356797290759555,0.9811320754716981,0.9807692307692307,0.8076923076923077,0.49129172714078373
12,p_run100,p10,0.5594539597158826,0.6410256410256411,0.5054023544589582,0.9811320754716981,1.0,0.8076923076923077,0.4158200290275762
12,p_run100,p10,0.5513770293885549,0.6766381766381767,0.5439848411546525,0.9811320754716981,1.0,0.8076923076923077,0.4521044992743106
12,p_run100,p10,0.48627234593197144,0.6680911680911681,0.5144331559425899,0.9811320754716981,1.0,0.8269230769230769,0.4390420899854862
12,p_run100,p10,0.4301454303936443,0.6524216524216525,0.5144734720206419,0.9811320754716981,1.0,0.8269230769230769,0.4346879535558781
13,p_run100,p10,0.9349038573168278,0.6923076923076923,0.5328576036123206,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.5290275761973875
13,p_run100,p10,0.3429216224373529,0.650997150997151,0.5108450249959684,0.9811320754716981,1.0,0.8076923076923077,0.36937590711175616
13,p_run100,p10,0.3335264222138866,0.670940170940171,0.5333817126269956,0.9811320754716981,1.0,0.8269230769230769,0.45428156748911463
13,p_run100,p10,0.3308717777760337,0.690883190883191,0.5601919045315272,0.9811320754716981,1.0,0.8269230769230769,0.43831640058055155
13,p_run100,p10,0.3290344899963885,0.670940170940171,0.5255603934849218,1.0,0.9807692307692307,0.8269230769230769,0.44702467343976776
13,p_run100,p10,0.32845724904180695,0.6153846153846154,0.4570633768746976,0.9811320754716981,1.0,0.8269230769230769,0.4259796806966618
13,p_run100,p10,0.3276668534520144,0.6196581196581197,0.4592001290114498,0.9811320754716981,1.0,0.8269230769230769,0.4288824383164006
13,p_run100,p10,0.31936619744022876,0.6367521367521368,0.5013707466537656,0.9811320754716981,1.0,0.8269230769230769,0.4281567489114659
13,p_run100,p10,0.3025818101089257,0.6452991452991453,0.5028624415416868,0.9811320754716981,1.0,0.8076923076923077,0.44847605224963716
13,p_run100,p10,0.3025818101089257,0.670940170940171,0.5271730366069989,0.9811320754716981,1.0,0.8269230769230769,0.4644412191582003
13,p_run100,p10,0.3025818101089257,0.670940170940171,0.5326157071440091,0.9811320754716981,1.0,0.8269230769230769,0.44339622641509435
13,p_run100,p10,0.8954815238968468,0.6339031339031339,0.4479519432349621,0.9811320754716981,1.0,0.8076923076923077,0.5087082728592163
13,p_run100,p10,0.26440556283798833,0.670940170940171,0.5251169166263506,0.9811320754716981,1.0,0.8269230769230769,0.4426705370101596
13,p_run100,p10,0.6783297638583019,0.6766381766381767,0.5288663118851799,0.9811320754716981,1.0,0.8269230769230769,0.44194484760522496
13,p_run100,p10,0.4458400674341082,0.688034188034188,0.5441461054668602,0.9811320754716981,1.0,0.8269230769230769,0.4528301886792453
13,p_run100,p10,0.44251908555024244,0.660968660968661,0.5177390743428479,0.9811320754716981,1.0,0.8076923076923077,0.4506531204644412
13,p_run100,p10,0.3933137802872545,0.6623931623931624,0.5362038380906305,0.9622641509433962,1.0,0.8076923076923077,0.4397677793904209
13,p_run100,p10,0.37128787425380283,0.6396011396011396,0.49870988550233836,1.0,1.0,0.8076923076923077,0.44847605224963716
13,p_run100,p10,0.36498834330635366,0.6538461538461539,0.5053217223028544,0.9811320754716981,1.0,0.8269230769230769,0.44702467343976776
13,p_run100,p10,0.35298850884454747,0.690883190883191,0.5461619093694565,0.9811320754716981,1.0,0.8269230769230769,0.45573294629898403
14,p_run100,p10,0.9852923106132424,0.670940170940171,0.499435574907273,0.9433962264150944,0.9807692307692307,0.8076923076923077,0.5072568940493469
14,p_run100,p10,0.34209448615430693,0.6367521367521368,0.5016126431220771,0.9811320754716981,1.0,0.8269230769230769,0.4288824383164006
14,p_run100,p10,0.3364541515768128,0.6623931623931624,0.5238268021286889,0.9811320754716981,1.0,0.8269230769230769,0.4869375907111756
14,p_run100,p10,0.3290344899963885,0.670940170940171,0.5248347040799871,1.0,1.0,0.8269230769230769,0.44920174165457183
14,p_run100,p10,0.31073649360442146,0.6666666666666667,0.5312046444121916,0.9622641509433962,1.0,0.8269230769230769,0.44194484760522496
14,p_run100,p10,0.27184696952387344,0.707977207977208,0.5589824221899694,0.9811320754716981,1.0,0.8269230769230769,0.47387518142235124
14,p_run100,p10,0.2672146426339811,0.670940170940171,0.5227785840993389,0.9811320754716981,1.0,0.8269230769230769,0.44194484760522496
14,p_run100,p10,0.26631611858275306,0.670940170940171,0.5211659409772618,0.9811320754716981,1.0,0.8076923076923077,0.4404934687953556
14,p_run100,p10,0.26440556283798833,0.670940170940171,0.527132720528947,0.9811320754716981,1.0,0.8269230769230769,0.4448476052249637
14,p_run100,p10,0.26440556283798833,0.670940170940171,0.5251169166263506,0.9811320754716981,1.0,0.8269230769230769,0.4426705370101596
14,p_run100,p10,0.2505995052346025,0.6581196581196581,0.5084260603128528,0.9811320754716981,0.9807692307692307,0.8076923076923077,0.4375907111756168
14,p_run100,p10,0.8955951552596194,0.7464387464387465,0.6219561361070796,0.9622641509433962,0.9230769230769231,0.7692307692307693,0.4521044992743106
14,p_run100,p10,0.24909607794982802,0.670940170940171,0.5257216577971295,0.9811320754716981,1.0,0.8269230769230769,0.44194484760522496
14,p_run100,p10,0.7950360441142454,0.6310541310541311,0.4485163683276891,1.0,1.0,0.8269230769230769,0.48911465892597966
14,p_run100,p10,0.6284271416459402,0.6638176638176638,0.49556523141428804,0.9811320754716981,0.9807692307692307,0.8461538461538461,0.5058055152394775
14,p_run100,p10,0.501061418549611,0.6752136752136753,0.5365666827930979,0.9811320754716981,1.0,0.8269230769230769,0.4448476052249637
14,p_run100,p10,0.45829615402508284,0.6680911680911681,0.5185453959038865,1.0,1.0,0.8269230769230769,0.45718432510885343
14,p_run100,p10,0.4565572958227794,0.6495726495726496,0.4928640541848089,0.9811320754716981,1.0,0.8269230769230769,0.46661828737300437
14,p_run100,p10,0.384643858059567,0.670940170940171,0.5242702789872601,0.9811320754716981,1.0,0.8269230769230769,0.4753265602322206
14,p_run100,p10,0.3476614415160634,0.6638176638176638,0.5283422028705048,0.9811320754716981,1.0,0.8076923076923077,0.4731494920174166
15,p_run100,p10,0.9440685777000359,0.670940170940171,0.4895581357845509,0.9811320754716981,0.9615384615384616,0.8269230769230769,0.47242380261248185
15,p_run100,p10,0.3083281083972367,0.670940170940171,0.5254797613288179,0.9811320754716981,1.0,0.8269230769230769,0.4412191582002903
