population,Fitness
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,0.9984524818030776
2,0.9957013383418818
2,0.999144548154133
2,0.9984524818030776
2,0.9736921906523162
2,0.9977646959377785
2,0.9957489099954252
2,0.9690496360615484
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9370533132272434
2,0.9984524818030776
2,1.0
2,0.9690496360615484
2,0.9690496360615484
2,0.9979900262649809
2,0.9957489099954252
2,0.9984524818030776
2,0.9984524818030776
2,0.975769546448364
2,0.9957013383418818
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9972488565388044
2,0.9984524818030776
2,0.9886337177734533
2,0.9996131204507693
2,0.9984524818030776
2,0.9895910950649964
2,0.9972488565388044
2,0.8932117325620675
2,0.8567763168837842
2,0.9895910950649964
2,0.9984524818030776
2,0.975769546448364
2,0.9984524818030776
2,0.9996131204507693
2,0.9984524818030776
2,0.9972488565388044
2,0.9984524818030776
2,1.0
2,0.9969049636061549
2,0.9984524818030776
2,0.9984524818030776
2,0.8991138282123946
2,0.999144548154133
2,0.9370533132272434
2,0.9984524818030776
2,0.9984524818030776
2,0.9969049636061549
2,0.9998280535336753
2,0.9957013383418818
2,0.975769546448364
2,0.9736921906523162
2,0.9690496360615484
2,0.999144548154133
2,0.9972488565388044
2,0.9972488565388044
2,0.9984524818030776
2,0.9991433510339712
2,0.9192084598692634
2,0.9984524818030776
2,0.9984524818030776
2,0.9445137150829034
2,1.0
2,0.9984524818030776
2,0.9736921906523162
2,0.8932117325620675
2,0.9984524818030776
2,0.8567763168837842
2,0.981429781636929
2,0.999144548154133
2,0.9984524818030776
2,0.9370533132272434
2,0.9984524818030776
2,0.9984524818030776
2,0.9998280535336753
2,0.9984524818030776
2,0.999144548154133
2,0.9984524818030776
2,0.9690496360615484
2,0.999144548154133
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9970826309032235
2,0.9984524818030776
2,0.8932117325620675
2,0.9984524818030776
2,0.9972488565388044
2,0.8567763168837842
2,0.8932117325620675
2,0.9977646959377785
2,0.9445137150829034
2,1.0
2,0.9984524818030776
2,0.975769546448364
2,0.9690496360615484
2,0.9895910950649964
2,0.9833313684834641
2,0.996444428837701
2,0.9984524818030776
2,0.996444428837701
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9886337177734533
2,0.9984524818030776
2,0.9833313684834641
2,0.9972488565388044
2,0.9972488565388044
2,0.9984524818030776
2,0.9996131204507693
2,0.9991433510339712
2,0.9895910950649964
2,0.981429781636929
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.999144548154133
2,0.981429781636929
2,0.9977646959377785
2,0.9984524818030776
2,0.9984524818030776
2,0.9977646959377785
2,0.9969049636061549
2,0.9957489099954252
2,0.9972488565388044
2,0.9984524818030776
2,0.9991433510339712
2,0.9690496360615484
2,0.9984524818030776
2,0.9979900262649809
2,0.9690496360615484
2,0.9984524818030776
2,0.9970826309032235
2,0.9991433510339712
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9996131204507693
2,0.9690496360615484
2,0.9984524818030776
2,0.999144548154133
2,0.9970826309032235
2,0.9984524818030776
2,0.9984524818030776
2,0.9957489099954252
2,0.9984524818030776
2,0.9895910950649964
2,0.9886337177734533
2,0.9886337177734533
2,0.9979900262649809
2,0.9984524818030776
2,0.9984524818030776
2,0.996444428837701
2,0.981429781636929
2,0.9984524818030776
2,0.9192084598692634
2,0.9833313684834641
2,0.9984524818030776
2,0.9984524818030776
2,0.9972488565388044
2,0.9957489099954252
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,1.0
2,0.996444428837701
2,0.9192084598692634
2,0.9972488565388044
2,0.9972488565388044
2,0.996444428837701
2,0.9972488565388044
2,0.9984524818030776
2,0.8567763168837842
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9970826309032235
2,0.9984524818030776
2,0.9972488565388044
2,0.9977646959377785
2,0.9984524818030776
2,0.9972488565388044
2,0.9957489099954252
2,0.9984524818030776
2,0.8932117325620675
2,0.9972488565388044
2,0.9984524818030776
2,0.9957489099954252
2,0.9370533132272434
2,0.9984524818030776
2,1.0
2,0.9984524818030776
2,0.981429781636929
2,0.9984524818030776
2,0.9969049636061549
2,0.9969049636061549
2,0.9984524818030776
2,0.9690496360615484
2,0.9192084598692634
2,0.9192084598692634
2,0.9970826309032235
2,0.9957013383418818
2,0.9996131204507693
2,0.999144548154133
2,0.9996131204507693
2,0.9998280535336753
2,0.9984524818030776
2,0.9984524818030776
2,0.9957013383418818
2,0.9984524818030776
2,0.9984524818030776
2,0.975769546448364
2,0.9370533132272434
2,0.9984524818030776
2,0.9984524818030776
2,0.9972488565388044
2,0.9192084598692634
2,0.9984524818030776
2,0.996444428837701
2,0.9972488565388044
2,0.9984524818030776
2,0.8991138282123946
2,1.0
2,0.9984524818030776
2,0.9970826309032235
2,0.9984524818030776
2,0.9984524818030776
2,0.9957489099954252
2,0.9984524818030776
2,0.9969049636061549
2,0.981429781636929
2,0.9969049636061549
2,0.9996131204507693
2,0.9984524818030776
2,0.9984524818030776
2,0.8991138282123946
2,0.9969049636061549
2,0.9972488565388044
2,0.9984524818030776
2,0.8932117325620675
2,0.9972488565388044
2,0.9998280535336753
2,0.9996131204507693
2,0.9895910950649964
2,0.9984524818030776
2,0.9969049636061549
2,0.9972488565388044
2,0.975769546448364
2,0.999144548154133
2,0.9192084598692634
2,0.975769546448364
2,0.9957013383418818
2,0.9895910950649964
2,0.9984524818030776
2,0.9991433510339712
2,0.9895910950649964
2,0.9445137150829034
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9970826309032235
2,0.9984524818030776
2,0.9972488565388044
2,0.9192084598692634
2,0.9984524818030776
2,0.9984524818030776
2,0.9979900262649809
2,0.9984524818030776
2,0.9984524818030776
2,0.9895910950649964
2,0.981429781636929
2,0.9690496360615484
2,0.9972488565388044
2,0.9895910950649964
2,0.999144548154133
2,0.9996131204507693
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9979900262649809
2,0.8991138282123946
2,0.975769546448364
2,0.9370533132272434
2,0.9984524818030776
2,0.9984524818030776
2,0.9972488565388044
2,0.9979900262649809
2,0.9972488565388044
2,0.9957489099954252
2,0.9979900262649809
2,0.981429781636929
2,0.9984524818030776
2,0.9445137150829034
2,0.9977646959377785
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9970826309032235
2,0.9996131204507693
2,0.9984524818030776
2,0.9690496360615484
2,0.9984524818030776
2,0.9991433510339712
2,0.9984524818030776
2,0.9736921906523162
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9991433510339712
2,0.9969049636061549
2,0.9736921906523162
2,0.9984524818030776
2,0.9972488565388044
2,0.9957013383418818
2,0.9984524818030776
2,0.9984524818030776
2,0.9972488565388044
2,0.9972488565388044
2,0.9972488565388044
2,0.9972488565388044
2,0.9977646959377785
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9957489099954252
2,0.9979900262649809
2,0.9984524818030776
2,0.9984524818030776
2,0.996444428837701
2,0.9957489099954252
2,0.9977646959377785
2,0.9895910950649964
2,0.9977646959377785
2,0.9984524818030776
2,0.9998280535336753
2,0.9984524818030776
2,0.8932117325620675
2,0.9984524818030776
2,0.9984524818030776
2,0.9833313684834641
2,0.9984524818030776
2,0.9979900262649809
2,0.9991433510339712
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9957489099954252
2,0.9984524818030776
2,0.9969049636061549
2,0.9991433510339712
2,0.9996131204507693
2,0.9984524818030776
2,0.9736921906523162
2,0.9984524818030776
2,0.9445137150829034
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9445137150829034
2,0.8932117325620675
2,0.9984524818030776
2,0.9996131204507693
2,0.8932117325620675
2,0.9833313684834641
2,0.9972488565388044
2,0.9970826309032235
2,0.9998280535336753
2,0.9984524818030776
2,0.9984524818030776
2,0.9969049636061549
2,0.9972488565388044
2,0.8567763168837842
2,0.9984524818030776
2,0.9886337177734533
2,0.981429781636929
2,0.9984524818030776
2,0.9970826309032235
2,0.9445137150829034
2,0.9984524818030776
2,0.9957013383418818
2,0.9957489099954252
2,0.9972488565388044
2,0.9833313684834641
2,0.9984524818030776
2,0.8567763168837842
2,0.9984524818030776
2,0.999144548154133
2,0.975769546448364
2,0.9969049636061549
2,0.9886337177734533
2,0.9984524818030776
2,1.0
2,0.9984524818030776
2,0.8991138282123946
2,0.9957013383418818
2,0.9984524818030776
2,0.9370533132272434
2,0.9996131204507693
2,0.9984524818030776
2,0.9977646959377785
2,0.8932117325620675
2,0.9991433510339712
2,0.9972488565388044
2,0.9984524818030776
2,0.9192084598692634
2,0.9833313684834641
2,0.9736921906523162
2,0.9984524818030776
2,0.9969049636061549
2,0.9984524818030776
2,0.9370533132272434
2,0.9972488565388044
2,0.9984524818030776
2,0.9445137150829034
2,0.9979900262649809
2,0.9984524818030776
2,0.9957489099954252
2,0.9984524818030776
2,0.9972488565388044
2,0.9972488565388044
2,0.9370533132272434
2,0.9984524818030776
2,0.9984524818030776
2,0.981429781636929
2,1.0
2,0.9969049636061549
2,0.8991138282123946
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9996131204507693
2,0.9984524818030776
2,0.9886337177734533
2,0.9984524818030776
2,0.996444428837701
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.999144548154133
2,0.9984524818030776
2,0.9984524818030776
2,0.9957489099954252
2,0.9833313684834641
2,0.9886337177734533
2,0.9972488565388044
2,0.8932117325620675
2,0.9984524818030776
2,0.9969049636061549
2,0.9979900262649809
2,0.999144548154133
2,0.9690496360615484
2,0.9969049636061549
2,0.9984524818030776
2,0.9996131204507693
2,0.9991433510339712
2,0.9991433510339712
2,0.9370533132272434
2,0.9972488565388044
2,0.9984524818030776
2,0.9984524818030776
2,0.8932117325620675
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9957489099954252
2,0.9984524818030776
2,0.9984524818030776
2,0.999144548154133
2,1.0
2,0.9984524818030776
2,0.9984524818030776
2,0.9833313684834641
2,0.8932117325620675
2,0.981429781636929
2,0.9972488565388044
2,0.9970826309032235
2,0.9972488565388044
2,0.9984524818030776
2,0.9984524818030776
2,0.8932117325620675
2,0.9957013383418818
2,0.9984524818030776
2,0.975769546448364
2,0.9984524818030776
2,0.9736921906523162
2,0.9736921906523162
2,0.9984524818030776
2,0.9984524818030776
2,0.8932117325620675
2,0.9984524818030776
2,0.9972488565388044
2,0.9972488565388044
2,0.9984524818030776
2,0.9370533132272434
2,0.9192084598692634
2,0.9984524818030776
2,0.9445137150829034
2,0.9984524818030776
2,0.9984524818030776
2,0.9690496360615484
2,0.9833313684834641
2,0.9972488565388044
2,0.9991433510339712
2,0.9972488565388044
2,0.9984524818030776
2,0.9957489099954252
2,0.9957489099954252
2,0.9984524818030776
2,0.9984524818030776
2,0.999144548154133
2,0.9984524818030776
2,0.8567763168837842
2,0.9984524818030776
2,0.9972488565388044
2,0.9991433510339712
2,0.8932117325620675
2,0.9984524818030776
2,0.9736921906523162
2,0.9984524818030776
2,0.9984524818030776
2,0.9977646959377785
2,0.9833313684834641
2,0.9984524818030776
2,0.9984524818030776
2,0.9370533132272434
2,0.9984524818030776
2,0.9984524818030776
2,0.9192084598692634
2,0.9984524818030776
2,0.9972488565388044
2,0.9984524818030776
2,0.9957489099954252
2,0.9736921906523162
2,0.9991433510339712
2,0.9984524818030776
2,0.996444428837701
2,0.999144548154133
2,0.9970826309032235
2,0.9984524818030776
2,0.9996131204507693
2,0.981429781636929
2,0.9984524818030776
2,0.9972488565388044
2,0.9984524818030776
2,0.999144548154133
2,0.9984524818030776
2,0.9969049636061549
2,0.9969049636061549
2,0.9972488565388044
2,0.9984524818030776
2,0.9984524818030776
2,0.9690496360615484
2,0.9979900262649809
2,0.9972488565388044
2,0.8991138282123946
2,0.9984524818030776
2,0.8567763168837842
2,0.9984524818030776
2,0.9984524818030776
2,0.8932117325620675
2,0.975769546448364
2,0.9957489099954252
2,0.9996131204507693
2,0.9984524818030776
2,0.9991433510339712
2,0.9736921906523162
2,0.9984524818030776
2,0.9969049636061549
2,0.9192084598692634
2,0.8932117325620675
2,0.9984524818030776
2,0.9984524818030776
2,0.9972488565388044
2,0.9984524818030776
2,0.9998280535336753
2,0.9972488565388044
2,0.9984524818030776
2,0.9984524818030776
2,0.9690496360615484
2,0.8932117325620675
2,1.0
2,0.9984524818030776
2,0.9886337177734533
2,0.9996131204507693
2,0.9984524818030776
2,0.9957489099954252
2,0.9984524818030776
2,0.9445137150829034
2,0.9996131204507693
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9895910950649964
2,0.9445137150829034
2,0.8932117325620675
2,0.9984524818030776
2,0.9984524818030776
2,0.9970826309032235
2,0.9984524818030776
2,0.9970826309032235
2,0.9984524818030776
2,0.9991433510339712
2,0.9690496360615484
2,0.9984524818030776
2,0.981429781636929
2,0.9984524818030776
2,0.9690496360615484
2,0.8567763168837842
2,0.9886337177734533
2,0.9984524818030776
2,0.8991138282123946
2,0.9979900262649809
2,0.9984524818030776
2,0.9969049636061549
2,0.9833313684834641
2,0.9984524818030776
2,1.0
2,0.9895910950649964
2,0.9972488565388044
2,0.975769546448364
2,0.9991433510339712
2,0.996444428837701
2,0.9736921906523162
2,0.9984524818030776
2,0.9370533132272434
2,0.975769546448364
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9977646959377785
2,0.9984524818030776
2,0.9977646959377785
2,0.9984524818030776
2,0.9984524818030776
2,0.9370533132272434
2,0.9984524818030776
2,0.975769546448364
2,0.9984524818030776
2,0.9984524818030776
2,1.0
2,0.9984524818030776
2,0.9886337177734533
2,0.9984524818030776
2,0.981429781636929
2,0.9370533132272434
2,0.9984524818030776
2,0.9969049636061549
2,0.996444428837701
2,0.9991433510339712
2,0.9969049636061549
2,0.9996131204507693
2,0.9886337177734533
2,0.8991138282123946
2,0.9192084598692634
2,0.9895910950649964
2,0.9969049636061549
2,0.9895910950649964
2,0.9445137150829034
2,0.9996131204507693
2,0.9736921906523162
2,0.9984524818030776
2,0.9972488565388044
2,0.9979900262649809
2,0.9969049636061549
2,0.9370533132272434
2,0.9972488565388044
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9984524818030776
2,0.9370533132272434
2,0.9886337177734533
2,0.9969049636061549
2,0.9984524818030776
2,0.9972488565388044
2,0.9370533132272434
2,0.9690496360615484
2,0.9984524818030776
2,0.9895910950649964
2,0.9984524818030776
2,0.9984524818030776
2,0.9736921906523162
2,0.9996131204507693
2,0.9998280535336753
2,0.9984524818030776
2,0.9370533132272434
2,0.9984524818030776
2,0.9370533132272434
2,0.999144548154133
2,0.9984524818030776
2,0.9969049636061549
2,0.9984524818030776
2,0.981429781636929
2,0.9957489099954252
2,0.9984524818030776
2,0.9984524818030776
2,0.9996131204507693
2,0.9984524818030776
2,0.9996131204507693
2,0.9984524818030776
2,0.9833313684834641
2,0.9984524818030776
2,0.9972488565388044
2,0.9192084598692634
2,0.9972488565388044
2,0.9984524818030776
2,0.9833313684834641
2,0.9972488565388044
2,0.975769546448364
2,0.9895910950649964
2,0.9984524818030776
2,0.9984524818030776
2,0.999144548154133
2,0.9984524818030776
2,0.9969049636061549
2,0.9984524818030776
2,0.9977646959377785
2,0.9984524818030776
2,0.9970826309032235
2,0.8567763168837842
