population,SquareDeviationDistance
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
2,4.031607805192711e-05
2,4.031607805192711e-05
2,4.031607805192711e-05
2,4.031607805192711e-05
2,4.031607805192711e-05
2,4.031607805192711e-05
2,4.031607805192711e-05
2,4.031607805192711e-05
2,4.031607805192711e-05
2,4.031607805192711e-05
3,0.00012094823415578133
3,8.063215610385422e-05
3,8.063215610385422e-05
3,8.063215610385422e-05
3,8.063215610385422e-05
3,8.063215610385422e-05
3,8.063215610385422e-05
3,8.063215610385422e-05
3,8.063215610385422e-05
3,0.00012094823415578133
4,0.00016126431220770844
4,0.00012094823415578133
4,0.00012094823415578133
4,0.00012094823415578133
4,0.00012094823415578133
4,0.00012094823415578133
4,0.00016126431220770844
4,0.00012094823415578133
4,0.00012094823415578133
4,0.00016126431220770844
5,0.00020158039025963554
5,0.00016126431220770844
5,0.00016126431220770844
5,0.00016126431220770844
5,0.00016126431220770844
5,0.00016126431220770844
5,0.00020158039025963554
5,0.00016126431220770844
5,0.00016126431220770844
5,0.00012094823415578133
6,0.00024189646831156267
6,0.00020158039025963554
6,0.00020158039025963554
6,0.00024189646831156267
6,0.00020158039025963554
6,0.00020158039025963554
6,0.00024189646831156267
6,0.00020158039025963554
6,0.00024189646831156267
6,0.00016126431220770844
7,0.0003225286244154169
7,0.00024189646831156267
7,0.00024189646831156267
7,0.00028221254636348977
7,0.00028221254636348977
7,0.00024189646831156267
7,0.00028221254636348977
7,0.00028221254636348977
7,0.00028221254636348977
7,0.00028221254636348977
8,0.00028221254636348977
8,0.00028221254636348977
8,0.00028221254636348977
8,0.0003225286244154169
8,0.0003225286244154169
8,0.00028221254636348977
8,0.0003225286244154169
8,0.00024189646831156267
8,0.000362844702467344
8,0.0003225286244154169
9,0.0003225286244154169
9,0.000362844702467344
9,0.0003225286244154169
9,0.00028221254636348977
9,0.000362844702467344
9,0.000362844702467344
9,0.000362844702467344
9,0.0003225286244154169
9,0.0004031607805192711
9,0.000362844702467344
10,0.000362844702467344
10,0.0004434768585711982
10,0.000362844702467344
10,0.00024189646831156267
10,0.0004434768585711982
10,0.0004031607805192711
10,0.0004434768585711982
10,0.000362844702467344
10,0.0004434768585711982
10,0.00024189646831156267
11,0.0004031607805192711
11,0.00048379293662312534
11,0.0004434768585711982
11,0.0003225286244154169
11,0.0004031607805192711
11,0.0005241090146750524
11,0.00048379293662312534
11,0.0004031607805192711
11,0.00048379293662312534
11,0.0003225286244154169
12,0.0004434768585711982
12,0.0005644250927269795
12,0.0005241090146750524
12,0.000362844702467344
12,0.0005241090146750524
12,0.0006047411707789066
12,0.0005644250927269795
12,0.0004434768585711982
12,0.0005241090146750524
12,0.000362844702467344
13,0.00048379293662312534
13,0.0006047411707789066
13,0.0005644250927269795
13,0.0004031607805192711
13,0.0006047411707789066
13,0.0006450572488308337
13,0.0006047411707789066
13,0.0005644250927269795
13,0.0005644250927269795
13,0.0004031607805192711
14,0.0005241090146750524
14,0.0005241090146750524
14,0.0005241090146750524
14,0.0004434768585711982
14,0.0006450572488308337
14,0.0006853733268827608
14,0.0006450572488308337
14,0.0006047411707789066
14,0.0006450572488308337
14,0.0004434768585711982
15,0.0005644250927269795
15,0.00048379293662312534
15,0.0005644250927269795
15,0.00048379293662312534
15,0.000725689404934688
15,0.000725689404934688
15,0.000766005482986615
15,0.0006853733268827608
15,0.0006853733268827608
15,0.0005241090146750524
16,0.0006047411707789066
16,0.0005644250927269795
16,0.0006450572488308337
16,0.0005241090146750524
16,0.0006450572488308337
16,0.000766005482986615
16,0.0008466376390904693
16,0.000725689404934688
16,0.000766005482986615
16,0.00048379293662312534
17,0.0006853733268827608
17,0.0006047411707789066
17,0.0006047411707789066
17,0.00048379293662312534
17,0.0006047411707789066
17,0.0006853733268827608
17,0.0008869537171423964
17,0.0008466376390904693
17,0.0008466376390904693
17,0.0005644250927269795
18,0.000725689404934688
18,0.0005644250927269795
18,0.0005644250927269795
18,0.0005644250927269795
18,0.0006450572488308337
18,0.0006450572488308337
18,0.0010482180293501049
18,0.0008869537171423964
18,0.0009272697951943235
18,0.0006047411707789066
19,0.000766005482986615
19,0.0006047411707789066
19,0.0006047411707789066
19,0.0006047411707789066
19,0.0006047411707789066
19,0.0006853733268827608
19,0.0010079019512981777
19,0.0009272697951943235
19,0.0009675858732462507
19,0.0006450572488308337
20,0.0008466376390904693
20,0.0005644250927269795
20,0.0006853733268827608
20,0.000725689404934688
20,0.0006853733268827608
20,0.000725689404934688
20,0.0010885341074020319
20,0.0009675858732462507
20,0.0008869537171423964
20,0.0006853733268827608
21,0.0009272697951943235
21,0.0006047411707789066
21,0.000725689404934688
21,0.000766005482986615
21,0.000766005482986615
21,0.0008063215610385422
21,0.001128850185453959
21,0.0010079019512981777
21,0.0008063215610385422
21,0.000766005482986615
22,0.0010079019512981777
22,0.0006450572488308337
22,0.000766005482986615
22,0.0008466376390904693
22,0.0008063215610385422
22,0.0009272697951943235
22,0.0010482180293501049
22,0.0010482180293501049
22,0.0008466376390904693
22,0.000725689404934688
23,0.0010482180293501049
23,0.0006853733268827608
23,0.0008869537171423964
23,0.0008869537171423964
23,0.0008869537171423964
23,0.0009675858732462507
23,0.0010079019512981777
23,0.0010079019512981777
23,0.000766005482986615
23,0.0006853733268827608
24,0.0010079019512981777
24,0.000766005482986615
24,0.0009272697951943235
24,0.0010482180293501049
24,0.0009272697951943235
24,0.0010079019512981777
24,0.0010482180293501049
24,0.001128850185453959
24,0.0008063215610385422
24,0.000725689404934688
25,0.0010482180293501049
25,0.0008466376390904693
25,0.0008466376390904693
25,0.0009675858732462507
25,0.0009675858732462507
25,0.0010482180293501049
25,0.001169166263505886
25,0.001169166263505886
25,0.000725689404934688
25,0.000766005482986615
26,0.0010885341074020319
26,0.0009675858732462507
26,0.0008869537171423964
26,0.0010079019512981777
26,0.0009272697951943235
26,0.001169166263505886
26,0.0012094823415578133
26,0.0012094823415578133
26,0.0008063215610385422
26,0.0008063215610385422
27,0.001128850185453959
27,0.0010079019512981777
27,0.0008466376390904693
27,0.0009675858732462507
27,0.0010482180293501049
27,0.0012497984196097403
27,0.0012901144976616675
27,0.0012901144976616675
27,0.0009272697951943235
27,0.0008869537171423964
28,0.0012094823415578133
28,0.0010885341074020319
28,0.000725689404934688
28,0.0010079019512981777
28,0.0010885341074020319
28,0.0012094823415578133
28,0.0013304305757135947
28,0.0013304305757135947
28,0.0009675858732462507
28,0.0010079019512981777
29,0.0013707466537655217
29,0.001128850185453959
29,0.0006853733268827608
29,0.0010482180293501049
29,0.001128850185453959
29,0.0012497984196097403
29,0.001411062731817449
29,0.0013707466537655217
29,0.0010482180293501049
29,0.001128850185453959
30,0.001411062731817449
30,0.001169166263505886
30,0.0006450572488308337
30,0.0010885341074020319
30,0.001169166263505886
30,0.0013707466537655217
30,0.0012901144976616675
30,0.001411062731817449
30,0.001128850185453959
30,0.001169166263505886
31,0.0014916948879213031
31,0.0010885341074020319
31,0.000725689404934688
31,0.0010482180293501049
31,0.0013304305757135947
31,0.0013304305757135947
31,0.0012497984196097403
31,0.001451378809869376
31,0.0010885341074020319
31,0.0010885341074020319
32,0.001411062731817449
32,0.0010482180293501049
32,0.000766005482986615
32,0.0010885341074020319
32,0.0012901144976616675
32,0.001411062731817449
32,0.001128850185453959
32,0.001411062731817449
32,0.0012901144976616675
32,0.0013304305757135947
33,0.0013304305757135947
33,0.0010885341074020319
33,0.0008063215610385422
33,0.0012094823415578133
33,0.0013707466537655217
33,0.001451378809869376
33,0.0012497984196097403
33,0.0014916948879213031
33,0.0013304305757135947
33,0.001451378809869376
34,0.001411062731817449
34,0.001169166263505886
34,0.0008466376390904693
34,0.0010885341074020319
34,0.0013304305757135947
34,0.001411062731817449
34,0.0012901144976616675
34,0.001451378809869376
34,0.0013707466537655217
34,0.0014916948879213031
35,0.0013707466537655217
35,0.0010482180293501049
35,0.0008869537171423964
35,0.001169166263505886
35,0.0012497984196097403
35,0.001451378809869376
35,0.0013304305757135947
35,0.001411062731817449
35,0.001451378809869376
35,0.0013707466537655217
36,0.001411062731817449
36,0.0010885341074020319
36,0.0008466376390904693
36,0.001128850185453959
36,0.0012901144976616675
36,0.0014916948879213031
36,0.0012901144976616675
36,0.001451378809869376
36,0.0014916948879213031
36,0.0013304305757135947
37,0.0013707466537655217
37,0.001169166263505886
37,0.0008063215610385422
37,0.001169166263505886
37,0.0013304305757135947
37,0.001411062731817449
37,0.0013304305757135947
37,0.00153201096597323
37,0.001451378809869376
37,0.0013707466537655217
38,0.001411062731817449
38,0.0012497984196097403
38,0.000766005482986615
38,0.0012094823415578133
38,0.0013707466537655217
38,0.001451378809869376
38,0.001411062731817449
38,0.0014916948879213031
38,0.0014916948879213031
38,0.00153201096597323
39,0.0015723270440251573
39,0.001411062731817449
39,0.0008063215610385422
39,0.0013304305757135947
39,0.001411062731817449
39,0.0013304305757135947
39,0.001451378809869376
39,0.00153201096597323
39,0.0016529592001290115
39,0.0017335913562328657
40,0.0016126431220770843
40,0.00153201096597323
40,0.0008466376390904693
40,0.0012901144976616675
40,0.0014916948879213031
40,0.0013707466537655217
40,0.0015723270440251573
40,0.0015723270440251573
40,0.0016932752781809385
40,0.001854539590388647
41,0.001451378809869376
41,0.0016529592001290115
41,0.0009272697951943235
41,0.0013304305757135947
41,0.00153201096597323
41,0.001411062731817449
41,0.0016932752781809385
41,0.00153201096597323
41,0.0016529592001290115
41,0.0019351717464925013
42,0.00153201096597323
42,0.0017335913562328657
42,0.0009675858732462507
42,0.001411062731817449
42,0.0014916948879213031
42,0.0013707466537655217
42,0.0015723270440251573
42,0.0014916948879213031
42,0.00181422351233672
42,0.002338332527011772
43,0.0013707466537655217
43,0.0017739074342847927
43,0.0010482180293501049
43,0.001451378809869376
43,0.00153201096597323
43,0.001451378809869376
43,0.00153201096597323
43,0.001451378809869376
43,0.0019351717464925013
43,0.0023786486050636994
44,0.0014916948879213031
44,0.0018948556684405741
44,0.0010079019512981777
44,0.0014916948879213031
44,0.0015723270440251573
44,0.0014916948879213031
44,0.0014916948879213031
44,0.00153201096597323
44,0.001854539590388647
44,0.0024189646831156266
45,0.001451378809869376
45,0.001854539590388647
45,0.0010482180293501049
45,0.0015723270440251573
45,0.0016126431220770843
45,0.001451378809869376
45,0.0013304305757135947
45,0.0016126431220770843
45,0.0017739074342847927
45,0.002459280761167554
46,0.0014916948879213031
46,0.0018948556684405741
46,0.001128850185453959
46,0.0016529592001290115
46,0.0016529592001290115
46,0.0013304305757135947
46,0.001451378809869376
46,0.00181422351233672
46,0.0017335913562328657
46,0.002580228995323335
47,0.001411062731817449
47,0.0020561199806482825
47,0.0012497984196097403
47,0.00181422351233672
47,0.00181422351233672
47,0.0012094823415578133
47,0.00153201096597323
47,0.001854539590388647
47,0.001854539590388647
47,0.0026608611514271894
48,0.00153201096597323
48,0.0020964360587002098
48,0.001411062731817449
48,0.0018948556684405741
48,0.001854539590388647
48,0.0012901144976616675
48,0.0016932752781809385
48,0.0019754878245444286
48,0.0018948556684405741
48,0.002620545073375262
49,0.0014916948879213031
49,0.002257700370907918
49,0.0014916948879213031
49,0.0020158039025963553
49,0.0020158039025963553
49,0.0013304305757135947
49,0.0017335913562328657
49,0.0020158039025963553
49,0.0019351717464925013
49,0.0026608611514271894
50,0.00153201096597323
50,0.0023786486050636994
50,0.0015723270440251573
50,0.002136752136752137
50,0.0020964360587002098
50,0.0012497984196097403
50,0.001854539590388647
50,0.0019754878245444286
50,0.0020158039025963553
50,0.0027818093855829706
51,0.0016529592001290115
51,0.002217384292855991
51,0.0016126431220770843
51,0.0022980164489598454
51,0.0021770682148040637
51,0.0012094823415578133
51,0.0018948556684405741
51,0.002136752136752137
51,0.0020964360587002098
51,0.0028624415416868246
52,0.0016126431220770843
52,0.0022980164489598454
52,0.0017335913562328657
52,0.0023786486050636994
52,0.002217384292855991
52,0.0012901144976616675
52,0.0019351717464925013
52,0.002217384292855991
52,0.002136752136752137
52,0.0027818093855829706
53,0.0017335913562328657
53,0.0023786486050636994
53,0.0017739074342847927
53,0.0024189646831156266
53,0.0022980164489598454
53,0.0013707466537655217
53,0.0018948556684405741
53,0.002338332527011772
53,0.002217384292855991
53,0.002701177229479116
54,0.0016932752781809385
54,0.0024189646831156266
54,0.00181422351233672
54,0.002338332527011772
