gen,replicates,param_types,Fitness,Deviation,Square,Hamming,R,LCS,KT
11,p_run1,p1,1057.0,0.5512820512820513,0.3860264473472021,0.9811320754716981,0.9615384615384616,0.7307692307692307,0.4259796806966618
11,p_run1,p1,1056.0,0.556980056980057,0.3915094339622642,0.9811320754716981,0.9807692307692307,0.75,0.4296081277213353
11,p_run1,p1,1033.0,0.5555555555555556,0.3902193194646025,0.9811320754716981,0.9807692307692307,0.75,0.4281567489114659
11,p_run1,p1,1014.0,0.5470085470085471,0.3898967908401871,0.9811320754716981,0.9807692307692307,0.7307692307692307,0.42670537010159654
12,p_run1,p1,1784.0,0.670940170940171,0.5262457668118046,0.9811320754716981,0.9807692307692307,0.8076923076923077,0.5174165457184325
12,p_run1,p1,1010.0,0.5512820512820513,0.3864296081277213,0.9811320754716981,0.9807692307692307,0.7307692307692307,0.42670537010159654
12,p_run1,p1,1009.0,0.5584045584045584,0.3916706982744719,0.9811320754716981,0.9807692307692307,0.75,0.4288824383164006
12,p_run1,p1,1009.0,0.5655270655270656,0.3985647476213514,0.9811320754716981,0.9807692307692307,0.75,0.4332365747460087
12,p_run1,p1,1009.0,0.5584045584045584,0.3917513304305757,0.9811320754716981,0.9807692307692307,0.75,0.4296081277213353
12,p_run1,p1,1002.0,0.5584045584045584,0.40340267698758264,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.43686502177068215
12,p_run1,p1,995.0,0.51994301994302,0.35260441864215447,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3955007256894049
12,p_run1,p1,994.0,0.5242165242165242,0.35953878406708595,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.39985486211901305
12,p_run1,p1,993.0,0.5056980056980057,0.34167876149008225,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3867924528301887
12,p_run1,p1,987.0,0.5341880341880342,0.36546524754071924,0.9622641509433962,0.9807692307692307,0.75,0.41001451378809867
12,p_run1,p1,987.0,0.5284900284900285,0.3848169650056443,0.9433962264150944,0.9807692307692307,0.75,0.4143686502177068
12,p_run1,p1,1705.0,0.6353276353276354,0.4662151265924851,0.9622641509433962,0.9807692307692307,0.7884615384615384,0.4782293178519594
12,p_run1,p1,987.0,0.51994301994302,0.35337042412514114,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.39622641509433965
12,p_run1,p1,1544.0,0.6068376068376069,0.43226898887276244,0.9811320754716981,1.0,0.7884615384615384,0.45355587808417996
12,p_run1,p1,1399.0,0.5584045584045584,0.3895742622157717,0.9811320754716981,0.9807692307692307,0.7692307692307693,0.432510885341074
12,p_run1,p1,1301.0,0.6096866096866097,0.45262860828898566,1.0,0.9807692307692307,0.7884615384615384,0.4644412191582003
12,p_run1,p1,1300.0,0.5968660968660969,0.43118045476536043,0.9622641509433962,0.9807692307692307,0.75,0.45863570391872277
12,p_run1,p1,1087.0,0.5555555555555556,0.39743589743589747,0.9811320754716981,0.9807692307692307,0.75,0.432510885341074
12,p_run1,p1,1081.0,0.5042735042735043,0.337405257216578,0.9811320754716981,0.9807692307692307,0.75,0.3853410740203193
12,p_run1,p1,1035.0,0.5284900284900285,0.360627318174488,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.4042089985486212
13,p_run1,p1,1808.0,0.6481481481481481,0.4736736010320916,0.9433962264150944,0.9807692307692307,0.8269230769230769,0.4847605224963715
13,p_run1,p1,995.0,0.51994301994302,0.35361232059345266,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.39622641509433965
13,p_run1,p1,995.0,0.5156695156695157,0.35800677310111273,0.9433962264150944,0.9807692307692307,0.7307692307692307,0.397677793904209
13,p_run1,p1,995.0,0.51994301994302,0.3525641025641026,0.9622641509433962,0.9615384615384616,0.7115384615384616,0.39477503628447025
13,p_run1,p1,994.0,0.5299145299145299,0.3725608772778584,0.9622641509433962,0.9807692307692307,0.7115384615384616,0.4042089985486212
13,p_run1,p1,990.0,0.51994301994302,0.35675697468150297,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3969521044992743
13,p_run1,p1,987.0,0.51994301994302,0.35337042412514114,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.39622641509433965
13,p_run1,p1,987.0,0.5284900284900285,0.3848169650056443,0.9433962264150944,0.9807692307692307,0.75,0.4143686502177068
13,p_run1,p1,987.0,0.5341880341880342,0.36546524754071924,0.9622641509433962,0.9807692307692307,0.75,0.41001451378809867
13,p_run1,p1,987.0,0.5185185185185185,0.3427269795194324,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3911465892597968
13,p_run1,p1,981.0,0.5270655270655271,0.3567972907595549,0.9622641509433962,0.9807692307692307,0.75,0.40130624092888245
13,p_run1,p1,1783.0,0.680911680911681,0.4709724238026125,0.9811320754716981,1.0,0.8076923076923077,0.4862119013062409
13,p_run1,p1,981.0,0.5213675213675214,0.37425415255603933,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.4056603773584906
13,p_run1,p1,1444.0,0.5527065527065528,0.40324141267537494,0.9622641509433962,1.0,0.7692307692307693,0.4274310595065312
13,p_run1,p1,1282.0,0.5797720797720798,0.4063054346073214,0.9811320754716981,0.9615384615384616,0.7884615384615384,0.4404934687953556
13,p_run1,p1,1241.0,0.5327635327635328,0.36437671343331723,0.9622641509433962,1.0,0.7692307692307693,0.40130624092888245
13,p_run1,p1,1204.0,0.5598290598290598,0.42154491211094985,0.9245283018867925,0.9423076923076923,0.75,0.4426705370101596
13,p_run1,p1,1009.0,0.5655270655270656,0.3973552652797936,0.9811320754716981,0.9807692307692307,0.75,0.432510885341074
13,p_run1,p1,1009.0,0.5584045584045584,0.39179164650862763,0.9811320754716981,0.9807692307692307,0.75,0.4288824383164006
13,p_run1,p1,995.0,0.51994301994302,0.3529269472665699,0.9622641509433962,0.9615384615384616,0.7307692307692307,0.39622641509433965
14,p_run1,p1,1962.0,0.7678062678062678,0.5778503467182713,1.0,1.0,0.8076923076923077,0.548621190130624
14,p_run1,p1,995.0,0.5170940170940171,0.3596194162231898,0.9433962264150944,0.9807692307692307,0.7307692307692307,0.3991291727140784
14,p_run1,p1,990.0,0.5270655270655271,0.36498145460409614,0.9622641509433962,0.9807692307692307,0.75,0.40493468795355586
14,p_run1,p1,987.0,0.5170940170940171,0.34151749717787455,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3904208998548621
14,p_run1,p1,987.0,0.5185185185185185,0.3427269795194324,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3911465892597968
14,p_run1,p1,987.0,0.5341880341880342,0.3655458796968231,0.9622641509433962,0.9807692307692307,0.75,0.4107402031930334
14,p_run1,p1,981.0,0.5242165242165242,0.3748992098048702,0.9811320754716981,0.9807692307692307,0.75,0.40783744557329465
14,p_run1,p1,981.0,0.5170940170940171,0.3683276890824061,0.9622641509433962,0.9423076923076923,0.7115384615384616,0.3991291727140784
14,p_run1,p1,981.0,0.5213675213675214,0.37425415255603933,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.4056603773584906
14,p_run1,p1,981.0,0.5270655270655271,0.3567972907595549,0.9622641509433962,0.9807692307692307,0.75,0.40130624092888245
14,p_run1,p1,981.0,0.5213675213675214,0.3744154168682471,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.40638606676342526
14,p_run1,p1,1662.0,0.6253561253561254,0.4496049024350911,0.9811320754716981,1.0,0.7884615384615384,0.4644412191582003
14,p_run1,p1,973.0,0.51994301994302,0.35167714884696016,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.39622641509433965
14,p_run1,p1,1345.0,0.5213675213675214,0.3702628608288986,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.4034833091436865
14,p_run1,p1,1300.0,0.556980056980057,0.41868247056926305,0.9433962264150944,0.9807692307692307,0.7692307692307693,0.4390420899854862
14,p_run1,p1,1276.0,0.5142450142450142,0.32873730043541366,0.9811320754716981,0.9807692307692307,0.7115384615384616,0.38171262699564584
14,p_run1,p1,1238.0,0.5370370370370371,0.3711901306240929,0.9622641509433962,0.9807692307692307,0.7692307692307693,0.4085631349782293
14,p_run1,p1,1054.0,0.5014245014245015,0.35490243509111435,0.9811320754716981,0.9615384615384616,0.6923076923076923,0.3911465892597968
14,p_run1,p1,995.0,0.5213675213675214,0.35300757942267375,0.9622641509433962,0.9615384615384616,0.7115384615384616,0.3955007256894049
14,p_run1,p1,995.0,0.51994301994302,0.3519593613933237,0.9622641509433962,0.9615384615384616,0.7115384615384616,0.39332365747460085
15,p_run1,p1,1860.0,0.8233618233618234,0.6889614578293823,0.9811320754716981,1.0,0.8269230769230769,0.627721335268505
15,p_run1,p1,987.0,0.5170940170940171,0.341799709724238,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3911465892597968
15,p_run1,p1,981.0,0.5270655270655271,0.3567972907595549,0.9622641509433962,0.9807692307692307,0.75,0.40130624092888245
15,p_run1,p1,981.0,0.5541310541310541,0.38360748266408645,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.4216255442670537
15,p_run1,p1,981.0,0.5256410256410257,0.3763909046927915,0.9811320754716981,1.0,0.75,0.4085631349782293
15,p_run1,p1,981.0,0.5213675213675214,0.3744154168682471,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.40638606676342526
15,p_run1,p1,981.0,0.5270655270655271,0.3583293017255281,0.9622641509433962,1.0,0.7692307692307693,0.4027576197387518
15,p_run1,p1,973.0,0.51994301994302,0.35167714884696016,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.39622641509433965
15,p_run1,p1,973.0,0.51994301994302,0.3520399935494275,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3969521044992743
15,p_run1,p1,972.0,0.51994301994302,0.3539348492178681,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3969521044992743
15,p_run1,p1,970.0,0.5427350427350428,0.37554426705370103,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.4143686502177068
15,p_run1,p1,1824.0,0.6168091168091169,0.4094500886953717,0.9811320754716981,1.0,0.7692307692307693,0.4390420899854862
15,p_run1,p1,868.0,0.5370370370370371,0.37562489920980485,0.9622641509433962,0.9807692307692307,0.75,0.4158200290275762
15,p_run1,p1,1502.0,0.5398860398860399,0.3582486695694243,0.9433962264150944,1.0,0.7692307692307693,0.4020319303338171
15,p_run1,p1,1312.0,0.5170940170940171,0.32369779067892274,0.9811320754716981,0.9807692307692307,0.75,0.3795355587808418
15,p_run1,p1,1027.0,0.5042735042735043,0.3526447347202064,0.9811320754716981,0.9423076923076923,0.7307692307692307,0.3838896952104499
15,p_run1,p1,1016.0,0.5213675213675214,0.37377035961941624,0.9622641509433962,0.9423076923076923,0.7307692307692307,0.4042089985486212
15,p_run1,p1,990.0,0.5584045584045584,0.3854217061764232,0.9811320754716981,0.9615384615384616,0.7307692307692307,0.4230769230769231
15,p_run1,p1,987.0,0.51994301994302,0.3428076116755362,0.9811320754716981,0.9807692307692307,0.75,0.3918722786647315
15,p_run1,p1,987.0,0.5356125356125356,0.3670375745847444,0.9622641509433962,1.0,0.75,0.41146589259796806
16,p_run1,p1,1663.0,0.584045584045584,0.40324141267537494,0.9811320754716981,0.9807692307692307,0.7307692307692307,0.43033381712626995
16,p_run1,p1,973.0,0.5213675213675214,0.35413642960812775,0.9622641509433962,1.0,0.7307692307692307,0.3984034833091437
16,p_run1,p1,973.0,0.51994301994302,0.352322206095791,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.397677793904209
16,p_run1,p1,972.0,0.51994301994302,0.3539348492178681,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3969521044992743
16,p_run1,p1,972.0,0.5213675213675214,0.35445895823254314,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.397677793904209
16,p_run1,p1,970.0,0.5427350427350428,0.37554426705370103,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.4143686502177068
16,p_run1,p1,907.0,0.5242165242165242,0.36199806482825353,0.9811320754716981,1.0,0.75,0.4042089985486212
16,p_run1,p1,868.0,0.5341880341880342,0.37215771649733914,0.9622641509433962,0.9807692307692307,0.75,0.41509433962264153
16,p_run1,p1,868.0,0.584045584045584,0.4368247056926302,0.9622641509433962,0.9807692307692307,0.75,0.45863570391872277
16,p_run1,p1,868.0,0.5299145299145299,0.36776326398967907,0.9622641509433962,0.9807692307692307,0.75,0.4107402031930334
16,p_run1,p1,868.0,0.5911680911680912,0.4537574584744396,0.9622641509433962,0.9807692307692307,0.75,0.46879535558780844
16,p_run1,p1,1583.0,0.6680911680911681,0.48447830995000807,0.9811320754716981,0.9615384615384616,0.8076923076923077,0.49637155297532654
16,p_run1,p1,868.0,0.5370370370370371,0.37562489920980485,0.9622641509433962,0.9807692307692307,0.75,0.4158200290275762
16,p_run1,p1,1577.0,0.5683760683760684,0.38953394613771974,0.9811320754716981,0.9807692307692307,0.7692307692307693,0.41872278664731494
16,p_run1,p1,1465.0,0.576923076923077,0.40029833897758427,0.9811320754716981,1.0,0.75,0.4274310595065312
16,p_run1,p1,1393.0,0.5698005698005698,0.4028785679729076,0.9622641509433962,0.9807692307692307,0.75,0.43541364296081275
16,p_run1,p1,1302.0,0.5370370370370371,0.3725205611998065,0.9622641509433962,0.9807692307692307,0.75,0.41509433962264153
16,p_run1,p1,1031.0,0.5284900284900285,0.35337042412514114,0.9811320754716981,0.9807692307692307,0.7307692307692307,0.3991291727140784
16,p_run1,p1,1024.0,0.5270655270655271,0.3862683438155136,1.0,1.0,0.7307692307692307,0.41509433962264153
16,p_run1,p1,981.0,0.5256410256410257,0.3574826640864377,0.9622641509433962,1.0,0.7692307692307693,0.4020319303338171
17,p_run1,p1,1957.0,0.6837606837606838,0.4887518142235123,1.0,0.9423076923076923,0.7692307692307693,0.488388969521045
17,p_run1,p1,907.0,0.5242165242165242,0.3613933236574746,0.9811320754716981,1.0,0.75,0.4034833091436865
17,p_run1,p1,868.0,0.5299145299145299,0.36776326398967907,0.9622641509433962,0.9807692307692307,0.75,0.4107402031930334
17,p_run1,p1,868.0,0.5911680911680912,0.4537574584744396,0.9622641509433962,0.9807692307692307,0.75,0.46879535558780844
17,p_run1,p1,868.0,0.5370370370370371,0.37562489920980485,0.9622641509433962,0.9807692307692307,0.75,0.4158200290275762
17,p_run1,p1,868.0,0.5555555555555556,0.40392678600225773,0.9622641509433962,1.0,0.75,0.432510885341074
17,p_run1,p1,868.0,0.584045584045584,0.4368247056926302,0.9622641509433962,0.9807692307692307,0.75,0.45863570391872277
17,p_run1,p1,867.0,0.5341880341880342,0.37393162393162394,0.9622641509433962,0.9615384615384616,0.7307692307692307,0.41364296081277213
17,p_run1,p1,863.0,0.5370370370370371,0.37175455571681987,0.9622641509433962,0.9807692307692307,0.75,0.41219158200290273
17,p_run1,p1,862.0,0.5370370370370371,0.3755039509756491,0.9622641509433962,0.9807692307692307,0.75,0.41509433962264153
17,p_run1,p1,861.0,0.5655270655270656,0.4046524754071924,0.9622641509433962,0.9807692307692307,0.75,0.43831640058055155
17,p_run1,p1,1614.0,0.6253561253561254,0.4639977422996291,0.9811320754716981,1.0,0.8076923076923077,0.47895500725689405
17,p_run1,p1,785.0,0.5227920227920229,0.36885179809708113,0.9622641509433962,0.9807692307692307,0.75,0.4107402031930334
17,p_run1,p1,1576.0,0.5299145299145299,0.34954039671020803,0.9622641509433962,1.0,0.7307692307692307,0.3940493468795356
17,p_run1,p1,1567.0,0.5284900284900285,0.3325270117722948,0.9811320754716981,1.0,0.7884615384615384,0.3867924528301887
17,p_run1,p1,1297.0,0.5370370370370371,0.37977745524915335,0.9811320754716981,1.0,0.7884615384615384,0.4223512336719884
17,p_run1,p1,1230.0,0.5370370370370371,0.37207708434123526,0.9811320754716981,0.9807692307692307,0.7692307692307693,0.41364296081277213
17,p_run1,p1,1084.0,0.5413105413105413,0.3685695855507176,0.9433962264150944,0.9807692307692307,0.75,0.41001451378809867
17,p_run1,p1,980.0,0.5142450142450142,0.35006450572488307,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.3940493468795356
17,p_run1,p1,970.0,0.5427350427350428,0.3758264796000645,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.41509433962264153
18,p_run1,p1,1987.0,0.6310541310541311,0.41275600709562976,1.0,0.9807692307692307,0.7307692307692307,0.4361393323657475
18,p_run1,p1,862.0,0.5370370370370371,0.3755039509756491,0.9622641509433962,0.9807692307692307,0.75,0.41509433962264153
18,p_run1,p1,862.0,0.5370370370370371,0.37445573294629897,0.9622641509433962,0.9807692307692307,0.75,0.4143686502177068
18,p_run1,p1,861.0,0.5655270655270656,0.4046524754071924,0.9622641509433962,0.9807692307692307,0.75,0.43831640058055155
18,p_run1,p1,861.0,0.5683760683760684,0.40699080793420417,0.9622641509433962,1.0,0.75,0.4404934687953556
18,p_run1,p1,787.0,0.5227920227920229,0.369496855345912,0.9622641509433962,0.9807692307692307,0.75,0.41146589259796806
18,p_run1,p1,785.0,0.5227920227920229,0.36994033220448314,0.9622641509433962,0.9807692307692307,0.75,0.41146589259796806
18,p_run1,p1,785.0,0.5213675213675214,0.3685695855507176,0.9622641509433962,0.9615384615384616,0.75,0.41001451378809867
18,p_run1,p1,785.0,0.5142450142450142,0.3668763102725367,0.9622641509433962,0.9807692307692307,0.7307692307692307,0.4085631349782293
18,p_run1,p1,785.0,0.5227920227920229,0.36207869698435735,0.9622641509433962,0.9807692307692307,0.75,0.4085631349782293
18,p_run1,p1,785.0,0.5213675213675214,0.36635220125786166,0.9622641509433962,0.9807692307692307,0.75,0.4107402031930334
18,p_run1,p1,1471.0,0.6581196581196581,0.4647637477826157,0.9622641509433962,1.0,0.8076923076923077,0.4796806966618287
18,p_run1,p1,785.0,0.5227920227920229,0.36885179809708113,0.9622641509433962,0.9807692307692307,0.75,0.4107402031930334
